@T,climate,,,,,,,,,,,,,
name,wind,,,,,,,,,,,,,
desc,wind speed,,,,,,,,,,,,,
,,,,,,,,,,,,,,
missing_val,-9999,,,,,,,,,,,,,
date_start,01.01.1960,,,,,,,,,,,,,
date_end,04.08.2013,,,,,,,,,,,,,
date_format,dd.MM.yyyy,,,,,,,,,,,,,
,,,,,,,,,,,,,,
tres,d,,,,,,,,,,,,,
unit,m/s,,,,,,,,,,,,,
,,,,,,,,,,,,,,
@H,date,wind[0],wind[1],wind[2],wind[3],wind[4],wind[5],wind[6],wind[7],wind[8],wind[9],wind[10],wind[11],wind[12]
name,,Artern,Erfurt,Schmuecke,Leinefelde,Eichelborn-ILMS,Geraberg-ILMS,Gossel-ILMS,Kirchheim-ILMS,Oberhof-ILMS,Ohrdruf-ILMS,Riechheim-ILMS,Wandersleben-ILMS,Wipfra-ILMS
ID,,198,1270,4501,2925,1,2,3,4,5,6,7,8,9
elevation,,164,316,937,356,297,481,495,265,753,334,385,268,390
,23.06.1960,1.3,2.7,3.30561,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.06.1960,1,2.3,2.81589,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.06.1960,1.7,2.7,3.30561,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.06.1960,3,2.7,3.30561,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.06.1960,2.3,4,4.8972,3.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.06.1960,2.3,3,3.6729,3.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.06.1960,7,5,6.1215,4.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.06.1960,4,4.7,5.75421,4.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.07.1960,4,4.3,5.26449,3.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.07.1960,3.7,3.7,4.52991,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.07.1960,4,4.3,5.26449,4.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.07.1960,3.7,4,4.8972,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.07.1960,2.7,2.3,2.81589,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.07.1960,4.7,4.3,5.26449,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.07.1960,4,3.7,4.52991,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.07.1960,2.3,1.3,1.59159,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.07.1960,2.7,4.3,5.26449,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.07.1960,3.7,3,3.6729,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.07.1960,4,2.7,3.30561,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.07.1960,4.7,4.3,5.26449,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.07.1960,1.7,2.7,3.30561,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.07.1960,1,2.3,2.81589,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.07.1960,0.7,1.3,1.59159,0.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.07.1960,2.3,3,3.6729,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.07.1960,2,2.7,3.30561,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.07.1960,2.3,4.7,5.75421,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.07.1960,2,3,3.6729,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.07.1960,2.3,2.7,3.30561,0.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.07.1960,1.7,1,1.2243,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.07.1960,1.7,3,3.6729,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.07.1960,1.7,2.7,3.30561,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.07.1960,2,3.3,4.04019,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.07.1960,1,2.7,3.30561,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.07.1960,0.7,2.7,3.30561,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.07.1960,2,3,3.6729,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.07.1960,2.7,2.7,3.30561,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.07.1960,2,3.3,4.04019,0.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.07.1960,1.3,2.7,3.30561,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,31.07.1960,1.7,2.3,2.81589,0.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.08.1960,2,3.3,4.04019,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.08.1960,2.3,3,3.6729,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.08.1960,1.3,2.3,2.81589,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.08.1960,2.3,1.7,2.08131,0.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.08.1960,0.7,1.7,2.08131,0.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.08.1960,2.3,2.7,3.30561,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.08.1960,1.7,2.3,2.81589,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.08.1960,0.7,1.3,1.59159,0.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.08.1960,1,3,3.6729,0.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.08.1960,2,2.3,2.81589,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.08.1960,2.7,3.3,4.04019,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.08.1960,1.3,2.3,2.81589,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.08.1960,3.3,3,3.6729,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.08.1960,0.3,2,2.4486,0.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.08.1960,2.7,3.3,4.04019,3.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.08.1960,2.3,3,3.6729,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.08.1960,1,1.3,1.59159,0.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.08.1960,2.7,3.3,4.04019,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.08.1960,4,4,4.8972,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.08.1960,2,2.3,2.81589,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.08.1960,1,2,2.4486,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.08.1960,1.3,2.7,3.30561,0.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.08.1960,1.7,2.7,3.30561,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.08.1960,1,2,2.4486,0.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.08.1960,1,2.7,3.30561,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.08.1960,1.7,1.3,1.59159,0.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.08.1960,1.7,1.7,2.08131,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.08.1960,1.3,3,3.6729,0.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.08.1960,2.3,3.3,4.04019,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.08.1960,4.3,4.3,5.26449,3.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,31.08.1960,4.3,4,4.8972,3.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.09.1960,3.3,3.7,4.52991,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.09.1960,3,3,3.6729,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.09.1960,5,4,4.8972,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.09.1960,2,3,3.6729,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.09.1960,2.7,2.7,3.30561,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.09.1960,3,3.7,4.52991,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.09.1960,2.7,2.7,3.30561,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.09.1960,0.7,1.7,2.08131,0.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.09.1960,0.7,2,2.4486,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.09.1960,1,2,2.4486,0.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.09.1960,1,1.7,2.08131,0.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.09.1960,0.7,2,2.4486,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.09.1960,0.7,2.3,2.81589,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.09.1960,0.7,2,2.4486,0.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.09.1960,2,2.7,3.30561,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.09.1960,3.7,3,3.6729,4.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.09.1960,2,2.7,3.30561,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.09.1960,1.7,2,2.4486,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.09.1960,1,3,3.6729,0.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.09.1960,2.7,3.3,4.04019,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.09.1960,3.7,4.3,5.26449,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.09.1960,1.3,1.7,2.08131,0.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.09.1960,1,2,2.4486,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.09.1960,1,1.3,1.59159,0.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.09.1960,1,2,2.4486,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.09.1960,1.7,3,3.6729,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.09.1960,1.7,2.7,3.30561,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.09.1960,1.7,3,3.6729,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.09.1960,1.3,3,3.6729,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.09.1960,2,3.3,4.04019,3.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.10.1960,1.3,2,2.4486,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.10.1960,2,2.3,2.81589,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.10.1960,1.7,2.7,3.30561,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.10.1960,1.3,3.3,4.04019,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.10.1960,2.3,1.7,2.08131,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.10.1960,1.3,1.7,2.08131,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.10.1960,1,2,2.4486,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.10.1960,3,3.7,4.52991,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.10.1960,1,2.7,3.30561,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.10.1960,3,5,6.1215,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.10.1960,4,4.7,5.75421,3.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.10.1960,4,5.7,6.97851,4.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.10.1960,3,5,6.1215,3.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.10.1960,2,2.7,3.30561,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.10.1960,2,3,3.6729,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.10.1960,4.7,4.3,5.26449,3.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.10.1960,2.3,4,4.8972,4.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.10.1960,2,3.7,4.52991,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.10.1960,0.7,2,2.4486,0.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.10.1960,1.7,2.3,2.81589,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.10.1960,1.3,1.3,1.59159,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.10.1960,1.7,3.7,4.52991,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.10.1960,2,2,2.4486,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.10.1960,1.3,3,3.6729,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.10.1960,1,1.7,2.08131,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.10.1960,3.7,4,4.8972,3.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.10.1960,4.3,4.3,5.26449,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.10.1960,1,2,2.4486,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.10.1960,2,2.7,3.30561,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.10.1960,4,5.7,6.97851,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,31.10.1960,3,3.7,4.52991,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.11.1960,3.7,4.3,5.26449,3.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.11.1960,6,6.7,8.20281,4.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.11.1960,3.3,5,6.1215,3.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.11.1960,3,5,6.1215,3.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.11.1960,4.3,5,6.1215,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.11.1960,3,3.3,4.04019,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.11.1960,2,2.3,2.81589,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.11.1960,1.7,2,2.4486,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.11.1960,1.7,2.3,2.81589,0.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.11.1960,1.7,2.3,2.81589,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.11.1960,2.7,3.3,4.04019,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.11.1960,1.3,1.7,2.08131,0.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.11.1960,3,3,3.6729,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.11.1960,2.7,3.3,4.04019,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.11.1960,2,3,3.6729,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.11.1960,3.3,4.3,5.26449,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.11.1960,1,3,3.6729,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.11.1960,3.3,5.3,6.48879,3.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.11.1960,2,3.3,4.04019,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.11.1960,3,3,3.6729,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.11.1960,2,3,3.6729,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.11.1960,1.3,2,2.4486,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.11.1960,1.7,2.7,3.30561,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.11.1960,3.3,3.3,4.04019,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.11.1960,4.7,4.3,5.26449,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.11.1960,5.3,6,7.3458,5.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.11.1960,4,4.7,5.75421,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.11.1960,3,3.3,4.04019,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.11.1960,4,4,4.8972,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.11.1960,4,4.3,5.26449,3.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.12.1960,2,5,6.1215,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.12.1960,2.3,5,6.1215,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.12.1960,5,6.3,7.71309,5.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.12.1960,7,8,9.7944,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.12.1960,4,4.7,5.75421,3.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.12.1960,1.7,3,3.6729,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.12.1960,1,1,1.2243,0.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.12.1960,1.7,2.3,2.81589,0.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.12.1960,4.3,3.7,4.52991,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.12.1960,1.7,1.3,1.59159,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.12.1960,2,2.3,2.81589,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.12.1960,1,2.3,2.81589,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.12.1960,1.3,2.3,2.81589,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.12.1960,3.3,2,2.4486,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.12.1960,2.7,2.7,3.30561,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.12.1960,0,0.3,0.36729,0.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.12.1960,1,1,1.2243,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.12.1960,1.3,1.7,2.08131,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.12.1960,3.7,3.7,4.52991,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.12.1960,1,2.3,2.81589,0.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.12.1960,1.7,1.3,1.59159,0.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.12.1960,2.3,4.3,5.26449,3.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.12.1960,2.7,2.3,2.81589,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.12.1960,1.3,2,2.4486,0.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.12.1960,2.3,4.3,5.26449,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.12.1960,2.7,4.3,5.26449,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.12.1960,2,3,3.6729,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.12.1960,1.3,1.3,1.59159,0.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.12.1960,0.7,1.7,2.08131,0.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.12.1960,2,1.7,2.08131,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,31.12.1960,2.3,3.3,4.04019,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.01.1961,1.7,2,2.4486,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.01.1961,3.7,4.3,5.26449,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.01.1961,3.3,4.7,5.75421,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.01.1961,3.3,5,6.1215,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.01.1961,4.3,4.7,5.75421,3.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.01.1961,4,5,6.1215,3.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.01.1961,2.3,4.3,5.26449,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.01.1961,3.3,4.7,5.75421,3.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.01.1961,2.7,4.3,5.26449,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.01.1961,3.3,3.3,4.04019,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.01.1961,2.7,2.7,3.30561,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.01.1961,1.3,1.7,2.08131,0.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.01.1961,2.7,2,2.4486,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.01.1961,3,3.3,4.04019,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.01.1961,3.3,3.7,4.52991,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.01.1961,3.3,2.3,2.81589,3.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.01.1961,4,1.7,2.08131,4.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.01.1961,0.7,3.3,4.04019,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.01.1961,1,2,2.4486,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.01.1961,1,2,2.4486,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.01.1961,1.3,2.7,3.30561,0.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.01.1961,1.7,2.7,3.30561,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.01.1961,2.7,2,2.4486,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.01.1961,4,3,3.6729,3.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.01.1961,5.3,5,6.1215,5.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.01.1961,3.7,3,3.6729,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.01.1961,1.7,1.3,1.59159,1.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.01.1961,1.3,3.3,4.04019,3.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.01.1961,5.7,6.3,7.71309,5.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.01.1961,5.7,6.7,8.20281,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,31.01.1961,2.7,4.7,5.75421,1.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.02.1961,4,5,6.1215,3.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.02.1961,2.7,3.7,4.52991,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.02.1961,2,3.7,4.52991,2.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.02.1961,3.7,4.3,5.26449,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.02.1961,2.7,3,3.6729,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
