@T,climate
name,rainfall
desc,measured rainfall

missing_val,-9999
date_start,01.01.1980
date_end,13.08.2013
date_format,dd.MM.yyyy

tres,d
unit,mm

@H,date,Alperstedt,Artern,Arnstadt,Boesleben,Crawinkel,Dachwig,Dienstedt,Dosdorf,Eichelborn-ILMS,Elgersburg,Erfurt (Flugwewa),Erfurt-Egstedt,Erfurt-Frienstedt,Erfurt-Weimar,Finsterbergen,Floh,Frankenhain,Gehlberg,Geraberg-ILMS,Gossel-ILMS,Graefenroda,Graefinau-Angstedt,Herrenhof,Ilmenau,Kirchheim-ILMS,Kleiner Inselsberg,Luisenthal,Luisenthal Talsperre,Martinroda,Moenchenholzhausen,Molschleben,Muehlberg,Oberhof,Oberhof (Forsth. Sattelbach,Oberhof-ILMS,Oberschoenau,Ohrdruf-ILMS,Riechheim-ILMS,Schmuecke (WST),Sondershausen,Stadtilm,Stuetzerbach,Tambach-Dietharz,Tambach-Dietharz (Forsthaus,Tambach-Dietharz (Talsperre,Tuettleben,Waltershausen,Wandersleben-ILMS,Wipfra-ILMS
,15.04.2005,0,2.6,-9999,0,3.3,1,0,0,-9999,-9999,0.8,-9999,0,0,-9999,0.2,7.8,5.4,-9999,-9999,2.5,-9999,-9999,-9999,-9999,0.5,-9999,8,0,0,-9999,0.1,6.4,-9999,-9999,1,-9999,-9999,5.6,2.5,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,16.04.2005,0,0,-9999,0,0,0,0,0,-9999,-9999,0,-9999,0,0.8,-9999,0.5,0,0.2,-9999,-9999,2.5,-9999,-9999,-9999,-9999,0,-9999,0,0,0,-9999,0,0,-9999,-9999,1.6,-9999,-9999,0,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,17.04.2005,2.4,0,-9999,0,1,10.9,6.5,0.6,-9999,-9999,3.2,-9999,0.6,3.2,-9999,1,2.7,6.1,-9999,-9999,2.2,-9999,-9999,-9999,-9999,2.2,-9999,1.8,4.5,3.6,-9999,2.2,3.1,-9999,-9999,1.1,-9999,-9999,7.2,0.1,-9999,-9999,-9999,-9999,0.4,-9999,-9999,-9999,-9999
,18.04.2005,0.2,0,-9999,2.5,38.8,19.8,5.4,11.4,-9999,-9999,5.3,-9999,19.6,1.6,-9999,4,15.1,6.3,-9999,-9999,15.1,-9999,-9999,-9999,-9999,1.3,-9999,22.9,5.7,0,-9999,18.8,11.7,-9999,-9999,19.9,-9999,-9999,11.9,7,-9999,-9999,-9999,-9999,4.2,-9999,-9999,-9999,-9999
,19.04.2005,0,0,-9999,0,19,0,0,10,-9999,-9999,0,-9999,0,3.7,-9999,20.8,17.5,19.4,-9999,-9999,17,-9999,-9999,-9999,-9999,26.3,-9999,16.2,14.5,0,-9999,0.7,20.2,-9999,-9999,19.2,-9999,-9999,21.6,0,-9999,-9999,-9999,-9999,10,-9999,-9999,-9999,-9999
,20.04.2005,0,0,-9999,0,0,0,0,0,-9999,-9999,0,-9999,0,0,-9999,0,0,0,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,0,0,0,-9999,0,0,-9999,-9999,0.1,-9999,-9999,0,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,21.04.2005,0,0,-9999,0,0,0,0,0,-9999,-9999,0,-9999,0,0,-9999,0,0,0,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,0,0,0,-9999,0,0,-9999,-9999,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,22.04.2005,0,0,-9999,0,0,0,0,0,-9999,-9999,0,-9999,0,0,-9999,0,0,0,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,0,0,0,-9999,0,0,-9999,-9999,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,23.04.2005,0.6,0,-9999,1.3,3.6,0.7,1.6,3.3,-9999,-9999,2.7,-9999,3.2,0,-9999,1.9,2.3,6.4,-9999,-9999,4,-9999,-9999,-9999,-9999,2.3,-9999,3.8,5.2,1.6,-9999,2.9,4.7,-9999,-9999,3.1,-9999,-9999,4.6,0,-9999,-9999,-9999,-9999,0.7,-9999,-9999,-9999,-9999
,24.04.2005,0.5,0,-9999,2.2,3.6,1.5,1.8,2.1,-9999,-9999,0.6,-9999,0.6,2.7,-9999,5.3,3.9,4.7,-9999,-9999,2.8,-9999,-9999,-9999,-9999,5,-9999,4.1,2.6,1,-9999,1.2,4.6,-9999,-9999,5.8,-9999,-9999,5.2,0.1,-9999,-9999,-9999,-9999,0.4,-9999,-9999,-9999,-9999
,25.04.2005,2.2,3.8,-9999,3.4,3.4,2.6,2.2,3.6,-9999,-9999,3.8,-9999,3.5,2.9,-9999,4.7,4.5,4.4,-9999,-9999,4.9,-9999,-9999,-9999,-9999,3.7,-9999,3.8,3.9,4,-9999,2.5,4.8,-9999,-9999,3.5,-9999,-9999,6,3.7,-9999,-9999,-9999,-9999,0.3,-9999,-9999,-9999,-9999
,26.04.2005,5.9,1.5,-9999,4.1,6.4,5.2,3.9,4,-9999,-9999,5.3,-9999,4.3,5.8,-9999,5,5.5,4.8,-9999,-9999,4.7,-9999,-9999,-9999,-9999,6.9,-9999,7.4,5,3,-9999,5.7,3.9,-9999,-9999,6.1,-9999,-9999,3.9,4.3,-9999,-9999,-9999,-9999,1.6,-9999,-9999,-9999,-9999
,27.04.2005,3.1,5.6,-9999,0,0.3,4.9,1.1,0,-9999,-9999,0.7,-9999,0.5,1.7,-9999,1.5,1.2,3.8,-9999,-9999,0,-9999,-9999,-9999,-9999,2.4,-9999,2.1,0,0.4,-9999,0.7,1.8,-9999,-9999,2.2,-9999,-9999,1.4,3,-9999,-9999,-9999,-9999,0.7,-9999,-9999,-9999,-9999
,28.04.2005,0,0,-9999,0,0,0,0,0,-9999,-9999,0,-9999,0,0,-9999,0,0,0,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,0,0,0.3,-9999,0,0,-9999,-9999,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,29.04.2005,0,0,-9999,0,0.7,0.1,0.1,0,-9999,-9999,0.1,-9999,0.4,0.1,-9999,0.5,0.7,0.3,-9999,-9999,1.2,-9999,-9999,-9999,-9999,0.2,-9999,1.4,0.7,0.2,-9999,0.1,1,-9999,-9999,0.7,-9999,-9999,0.5,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,30.04.2005,0,0,-9999,0,0,0,0,0,-9999,-9999,0,-9999,0,0,-9999,0,0,0,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,0,0,0,-9999,0,0,-9999,-9999,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,01.05.2005,0,0,-9999,0,0,0,0,0,-9999,-9999,0,-9999,0,0,-9999,0,0,0,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,0,0,0,-9999,0,0,-9999,-9999,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,02.05.2005,0,0,-9999,0,0,0,0,0,-9999,-9999,0,-9999,0,0,-9999,0,0,0,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,0,0,0,-9999,0,0,-9999,-9999,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,03.05.2005,0.3,0,-9999,0,0.1,0.5,1.8,0.1,-9999,-9999,0,-9999,0,0,-9999,1.2,1.8,0,-9999,-9999,0.4,-9999,-9999,-9999,-9999,0.1,-9999,0.2,0.3,0,-9999,0.1,2.2,-9999,-9999,5.9,-9999,-9999,1.2,0.1,-9999,-9999,-9999,-9999,0.2,-9999,-9999,-9999,-9999
,04.05.2005,0.1,1.2,-9999,2.5,1.9,2.3,3.1,1.5,-9999,-9999,0.6,-9999,0.7,0,-9999,4,4,9.3,-9999,-9999,3.5,-9999,-9999,-9999,-9999,6.6,-9999,1.9,4.6,0,-9999,4.9,2.6,-9999,-9999,2.6,-9999,-9999,10.1,3.1,-9999,-9999,-9999,-9999,1.3,-9999,-9999,-9999,-9999
,05.05.2005,1,1.1,-9999,1.2,1,1.3,1.6,1.1,-9999,-9999,1.6,-9999,1.2,1,-9999,3.9,1.5,3.7,-9999,-9999,0.8,-9999,-9999,-9999,-9999,1.7,-9999,1.6,0.8,1.3,-9999,0.6,3,-9999,-9999,2.3,-9999,-9999,2.8,1.2,-9999,-9999,-9999,-9999,1.4,-9999,-9999,-9999,-9999
,06.05.2005,2.3,0.9,-9999,1.7,1.1,4.6,3.1,1,-9999,-9999,3.8,-9999,2.1,5,-9999,2.5,2,1.4,-9999,-9999,0.3,-9999,-9999,-9999,-9999,2.3,-9999,2,2,2.5,-9999,1,2.2,-9999,-9999,4.7,-9999,-9999,2.6,4.3,-9999,-9999,-9999,-9999,2,-9999,-9999,-9999,-9999
,07.05.2005,5.6,11,-9999,1.3,1.2,3.6,2.2,0.4,-9999,-9999,2.4,-9999,2.6,2.4,-9999,3.3,2.8,9.7,-9999,-9999,2.5,-9999,-9999,-9999,-9999,3.5,-9999,3,0.9,2.1,-9999,1.9,4.7,-9999,-9999,7.2,-9999,-9999,8.8,13.6,-9999,-9999,-9999,-9999,3.6,-9999,-9999,-9999,-9999
,08.05.2005,1.9,0.5,-9999,2.1,2.3,1.8,3.1,3.3,-9999,-9999,2.7,-9999,1.6,2.5,-9999,2.4,1.9,2.1,-9999,-9999,1.3,-9999,-9999,-9999,-9999,4.4,-9999,3.1,1.5,1.2,-9999,2.7,3.7,-9999,-9999,3.9,-9999,-9999,3.5,1.9,-9999,-9999,-9999,-9999,2.8,-9999,-9999,-9999,-9999
,09.05.2005,1.8,1.9,-9999,1,0.8,5.9,1.3,1.6,-9999,-9999,3.2,-9999,5.6,3.4,-9999,1.6,1.8,4.7,-9999,-9999,1.4,-9999,-9999,-9999,-9999,4.1,-9999,0.9,2.2,3.5,-9999,0.9,3.8,-9999,-9999,3,-9999,-9999,4.2,3.1,-9999,-9999,-9999,-9999,0.7,-9999,-9999,-9999,-9999
,10.05.2005,0.1,0,-9999,0,0.1,0,0,0,-9999,-9999,0,-9999,0,0,-9999,0.2,0,1.7,-9999,-9999,0,-9999,-9999,-9999,-9999,0.2,-9999,0.2,0,0,-9999,0,0,-9999,-9999,0.2,-9999,-9999,0.1,0,-9999,-9999,-9999,-9999,0.2,-9999,-9999,-9999,-9999
,11.05.2005,0.1,0.7,-9999,0,0,0.1,0.4,0.8,-9999,-9999,0.4,-9999,0.4,0.4,-9999,0.3,1.3,3,-9999,-9999,1.3,-9999,-9999,-9999,-9999,2.3,-9999,3.2,2.2,1.2,-9999,0.4,3.6,-9999,-9999,1,-9999,-9999,2.4,0.1,-9999,-9999,-9999,-9999,2.9,-9999,-9999,-9999,-9999
,12.05.2005,0,0,-9999,0,0,0,0,0,-9999,-9999,0,-9999,0,0,-9999,0,0,0,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,0,0,0,-9999,0,0.1,-9999,-9999,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,13.05.2005,0,0,-9999,0,0,0,0.2,0.1,-9999,-9999,0.1,-9999,0.3,0,-9999,0,0,1.7,-9999,-9999,1.3,-9999,-9999,-9999,-9999,0.2,-9999,0,0.6,0,-9999,0.1,0,-9999,-9999,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,14.05.2005,20.6,33,-9999,13.5,16.1,25.5,13.9,12.9,-9999,-9999,15.8,-9999,16.3,15.5,-9999,13.1,14.8,13.6,-9999,-9999,10.7,-9999,-9999,-9999,-9999,27,-9999,18.1,10.4,19.2,-9999,18.3,14.4,-9999,-9999,14.5,-9999,-9999,16.5,23.9,-9999,-9999,-9999,-9999,15.7,-9999,-9999,-9999,-9999
,15.05.2005,0,1.4,-9999,0,0.5,0,0.8,0,-9999,-9999,0.1,-9999,0.2,0.5,-9999,0.6,1.2,1.6,-9999,-9999,0.6,-9999,-9999,-9999,-9999,0.4,-9999,0.7,0.7,0,-9999,0,1.5,-9999,-9999,0.9,-9999,-9999,0.9,0,-9999,-9999,-9999,-9999,0.6,-9999,-9999,-9999,-9999
,16.05.2005,2,5,-9999,1.3,1.2,1.9,1.3,1,-9999,-9999,1.5,-9999,0.5,0,-9999,0.4,1.5,2.5,-9999,-9999,0.3,-9999,-9999,-9999,-9999,2.1,-9999,1.2,1.6,1.2,-9999,0.9,1.1,-9999,-9999,1.2,-9999,-9999,2.4,2.4,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999
,17.05.2005,0.2,0.2,-9999,0,2.3,0.4,0.8,1.8,-9999,-9999,1.7,-9999,2.1,3.2,-9999,1.3,1.8,1.7,-9999,-9999,2.8,-9999,-9999,-9999,-9999,1.4,-9999,2.1,1.7,2.3,-9999,2.9,1.2,-9999,-9999,1,-9999,-9999,1.3,0.4,-9999,-9999,-9999,-9999,1.8,-9999,-9999,-9999,-9999
,18.05.2005,0,0,-9999,0,0,0,0,0,-9999,-9999,0,-9999,0,0,-9999,0,0,0,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,0,0,0,-9999,0,0,-9999,-9999,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,19.05.2005,0,0,-9999,0,0,0,0,0,-9999,-9999,0,-9999,0,0,-9999,0,0,0,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,0,0,0,-9999,0,0,-9999,-9999,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,20.05.2005,0.5,0.2,-9999,0,0,0.2,0,0,-9999,-9999,0.1,-9999,0.2,0,-9999,0.6,0.3,0.5,-9999,-9999,0.4,-9999,-9999,-9999,-9999,2.1,-9999,0.3,0,0.1,-9999,0,0.6,-9999,-9999,0.5,-9999,-9999,0.9,0.5,-9999,-9999,-9999,-9999,0.5,-9999,-9999,-9999,-9999
,21.05.2005,4.7,8.7,-9999,14.8,7,3.5,18.8,11.4,-9999,-9999,4.6,-9999,5.2,4,-9999,4.4,8.8,19.4,-9999,-9999,10,-9999,-9999,-9999,-9999,3.2,-9999,6.3,12.2,19.3,-9999,4.6,16.1,-9999,-9999,9.5,-9999,-9999,25.9,9.8,-9999,-9999,-9999,-9999,6.5,-9999,-9999,-9999,-9999
,22.05.2005,0.1,1,-9999,1.7,0.5,0.1,1.5,1.5,-9999,-9999,0.2,-9999,0,0.9,-9999,0.3,0.1,0.5,-9999,-9999,0.5,-9999,-9999,-9999,-9999,0.2,-9999,0.2,1.7,0.3,-9999,0.2,0.7,-9999,-9999,0.2,-9999,-9999,2.5,0,-9999,-9999,-9999,-9999,0.1,-9999,-9999,-9999,-9999
,23.05.2005,4.5,1.2,-9999,6,8.9,7.4,6.4,7.5,-9999,-9999,5.5,-9999,7.8,5.5,-9999,14.8,10.6,8.9,-9999,-9999,9.9,-9999,-9999,-9999,-9999,7.3,-9999,14,12.7,5.2,-9999,4.9,10.2,-9999,-9999,17.6,-9999,-9999,11.2,2.5,-9999,-9999,-9999,-9999,11.8,-9999,-9999,-9999,-9999
,24.05.2005,0,0,-9999,0,0,0,0,0,-9999,-9999,0,-9999,0,0,-9999,0,0,0,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,0,0,0,-9999,0,0,-9999,-9999,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,25.05.2005,0,0,-9999,0,0,0,0,0,-9999,-9999,0,-9999,0,0,-9999,0,0,0,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,0,0,0,-9999,0,0,-9999,-9999,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,26.05.2005,0,0,-9999,0,0,0,0,0,-9999,-9999,0,-9999,0,0,-9999,0,0,0,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,0,0,0,-9999,0,0,-9999,-9999,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,27.05.2005,0,0,-9999,0,0,0,0,0,-9999,-9999,0,-9999,0,0,-9999,0,0,0,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,0,0,0,-9999,0,0,-9999,-9999,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,28.05.2005,0,0,-9999,0,0,0,0,0,-9999,-9999,0,-9999,0,0,-9999,0,0,0,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,0,0,0,-9999,0,0,-9999,-9999,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,29.05.2005,0.5,1.9,-9999,0,0,1.3,0,0,-9999,-9999,0.2,-9999,0.5,0,-9999,3.6,0.2,0,-9999,-9999,0.1,-9999,-9999,-9999,-9999,6,-9999,0,0,0,-9999,0.4,0.4,-9999,-9999,0.3,-9999,-9999,0,3.3,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,30.05.2005,0.8,0.7,-9999,1.2,3.6,0.4,1.5,2.4,-9999,-9999,0.7,-9999,0.7,0.9,-9999,4.1,5.1,9.1,-9999,-9999,4,-9999,-9999,-9999,-9999,4.2,-9999,4.9,3.3,2.2,-9999,1,7,-9999,-9999,5.5,-9999,-9999,7.6,0.5,-9999,-9999,-9999,-9999,5,-9999,-9999,-9999,-9999
,31.05.2005,0,0.2,-9999,0,0,0,0,0,-9999,-9999,0,-9999,0.2,0,-9999,0,0,0,-9999,-9999,0,-9999,-9999,-9999,-9999,0.4,-9999,0,0.2,0,-9999,0,0,-9999,-9999,0,-9999,-9999,0,1.2,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,01.06.2005,0,0,-9999,0,0,0,0,0,-9999,-9999,0,-9999,0,0,-9999,0,0,0,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,0,0,0,-9999,0,0,-9999,-9999,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,02.06.2005,0,0.1,-9999,0,0,0,0,0,-9999,-9999,0,-9999,0,0,-9999,0,0,0,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,0,0,0,-9999,0,0,-9999,-9999,0,-9999,-9999,0,0.2,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,03.06.2005,0,0,-9999,0,0,0,0.3,0,-9999,-9999,0,-9999,0,0,-9999,0.3,0,0.7,-9999,-9999,0,-9999,-9999,-9999,-9999,1.4,-9999,0,0,0,-9999,0.2,0,-9999,-9999,0,-9999,-9999,0.5,1.1,-9999,-9999,-9999,-9999,0.1,-9999,-9999,-9999,-9999
,04.06.2005,1.4,0.9,-9999,0,2,0.8,0.7,1.9,-9999,-9999,1.6,-9999,1.3,1.6,-9999,3.6,1.3,1.7,-9999,-9999,0.6,-9999,-9999,-9999,-9999,5.4,-9999,2.7,0.5,1.2,-9999,2,1.9,-9999,-9999,2.2,-9999,-9999,2.4,2.9,-9999,-9999,-9999,-9999,5.3,-9999,-9999,-9999,-9999
,05.06.2005,4.3,2.4,-9999,0,0.4,2.8,0.5,1,-9999,-9999,1.6,-9999,2.7,0.8,-9999,4.1,2,3.4,-9999,-9999,3.4,-9999,-9999,-9999,-9999,5.5,-9999,3.5,1.2,5.3,-9999,1.8,4,-9999,-9999,3.3,-9999,-9999,6.5,4.9,-9999,-9999,-9999,-9999,3.4,-9999,-9999,-9999,-9999
,06.06.2005,3.5,2.2,-9999,8.1,14.8,4.3,8.4,9.9,-9999,-9999,5.1,-9999,3.2,5.4,-9999,11.5,6.1,8.4,-9999,-9999,9,-9999,-9999,-9999,-9999,14,-9999,10.2,16.1,4.6,-9999,6.2,14.1,-9999,-9999,14.1,-9999,-9999,8.9,2.4,-9999,-9999,-9999,-9999,7.4,-9999,-9999,-9999,-9999
,07.06.2005,1.4,0,-9999,1.1,1.7,1.3,2,2.5,-9999,-9999,0.7,-9999,2.3,1.2,-9999,2.9,0.6,1.4,-9999,-9999,0,-9999,-9999,-9999,-9999,3.5,-9999,0.7,3.8,4.8,-9999,5.2,0.3,-9999,-9999,4.1,-9999,-9999,0.2,0.8,-9999,-9999,-9999,-9999,2.5,-9999,-9999,-9999,-9999
,08.06.2005,0,0,-9999,0,0,0.2,0,0.2,-9999,-9999,0,-9999,0,0,-9999,0,0.4,0,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,0.4,0.3,0.2,-9999,0.1,2.3,-9999,-9999,0.4,-9999,-9999,0.6,0,-9999,-9999,-9999,-9999,0.1,-9999,-9999,-9999,-9999
,09.06.2005,0,0,-9999,0,0,0,0,0,-9999,-9999,0,-9999,0,0,-9999,0,0,0,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,0,0,0.8,-9999,0,0,-9999,-9999,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,10.06.2005,1.3,0.2,-9999,0,2.6,0.5,2,3.5,-9999,-9999,0.6,-9999,0.8,0.5,-9999,0.2,0.3,1.6,-9999,-9999,0,-9999,-9999,-9999,-9999,1.1,-9999,0.6,1.1,0,-9999,1.8,1.1,-9999,-9999,0.3,-9999,-9999,0.3,1.7,-9999,-9999,-9999,-9999,0.4,-9999,-9999,-9999,-9999
,11.06.2005,0,0,-9999,0,0,0,0,0,-9999,-9999,0,-9999,0,0.1,-9999,0,0,0,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,0,0,0,-9999,0,0,-9999,-9999,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,12.06.2005,0,0.2,-9999,0,0,0,0,0,-9999,-9999,0,-9999,0,0,-9999,0,0,0,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,0,0,0,-9999,0,0,-9999,-9999,0,-9999,-9999,0,1.6,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,13.06.2005,0,0,-9999,0,0,0,0,0,-9999,-9999,0,-9999,0,0,-9999,0,0,0,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,0,0,0,-9999,0,0,-9999,-9999,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,14.06.2005,0.6,2.8,-9999,3.8,1,1.5,0.6,0.5,-9999,-9999,1.3,-9999,0.6,1,-9999,0.1,0.5,0.2,-9999,-9999,0.8,-9999,-9999,-9999,-9999,0.3,-9999,0.7,1.1,11.8,-9999,0.8,0.6,-9999,-9999,0.3,-9999,-9999,0.2,0.2,-9999,-9999,-9999,-9999,0.4,-9999,-9999,-9999,-9999
,15.06.2005,0,0,-9999,0,0,0,0,0,-9999,-9999,0,-9999,0,0.3,-9999,0,0,0,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,0,0,0,-9999,0,0,-9999,-9999,0,-9999,-9999,0.1,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,16.06.2005,0,0,-9999,0,0,0,0,0,-9999,-9999,0,-9999,0,0,-9999,0,0,0,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,0,0,0,-9999,0,0,-9999,-9999,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,17.06.2005,0,0,-9999,1.3,1.7,0,1.9,0.5,-9999,-9999,0,-9999,0.4,0,-9999,0.4,1.6,2.5,-9999,-9999,1.3,-9999,-9999,-9999,-9999,1.8,-9999,1.7,2.7,0.4,-9999,0.3,3.2,-9999,-9999,1.4,-9999,-9999,2.8,0.8,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999
,18.06.2005,0,0,-9999,0,0,0,0,0,-9999,-9999,0,-9999,0,0,-9999,0,0,0,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,0,0,0,-9999,0,0,-9999,-9999,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,19.06.2005,0,0,-9999,0,0,0,0,0,-9999,-9999,0,-9999,0,0,-9999,0,0,0,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,0,0,0,-9999,0,0,-9999,-9999,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,20.06.2005,0,0,-9999,0,0,0,0,0,-9999,-9999,0,-9999,0,0,-9999,0,0,0,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,0,0,0,-9999,0,0,-9999,-9999,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,21.06.2005,1.4,5.4,-9999,0,0,0.4,0,0,-9999,-9999,0,-9999,0,0,-9999,0,0,0,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,0,3.5,0,-9999,0,0,-9999,-9999,0,-9999,-9999,0,5.5,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,22.06.2005,0,0,-9999,0,0,0,0,0,-9999,-9999,0,-9999,0,0,-9999,0,0,0,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,0,0,0,-9999,0,0,-9999,-9999,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,23.06.2005,0,0,-9999,0,0,0,0,0,-9999,-9999,0,-9999,0,0,-9999,0,0,2.5,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,0,0,0,-9999,0,0,-9999,-9999,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,24.06.2005,0.2,0,-9999,0,0,0,0.9,0.4,-9999,-9999,0.2,-9999,0,0.2,-9999,2,0,0,-9999,-9999,0,-9999,-9999,-9999,-9999,1.3,-9999,0,1.2,0,-9999,0.4,0,-9999,-9999,0,-9999,-9999,2,0,-9999,-9999,-9999,-9999,2.1,-9999,-9999,-9999,-9999
,25.06.2005,20.1,2.3,-9999,20.1,16,29.1,7.7,13.3,-9999,-9999,20.9,-9999,14.2,15.5,-9999,9.2,9.7,5.7,-9999,-9999,10.8,-9999,-9999,-9999,-9999,6.7,-9999,12,7.2,15.4,-9999,10.7,4.6,-9999,-9999,5.8,-9999,-9999,6.5,14.2,-9999,-9999,-9999,-9999,5.6,-9999,-9999,-9999,-9999
,26.06.2005,0,0,-9999,0,0,0,0,0,-9999,-9999,0,-9999,0,5.4,-9999,0,0,0,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,0,0,0,-9999,0,0,-9999,-9999,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,27.06.2005,0,0,-9999,0,0,0,0,0,-9999,-9999,0,-9999,0,0,-9999,0,0,0,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,0,0,0,-9999,0,0,-9999,-9999,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,28.06.2005,0,0,-9999,0,0,0,0,0,-9999,-9999,0,-9999,0,0,-9999,0,0,0,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,0,0,0,-9999,0,0,-9999,-9999,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999
,29.06.2005,7.2,0.6,-9999,12.2,10.2,7.3,16.4,14,-9999,-9999,9.5,-9999,10.1,0,-9999,14,8,15.1,-9999,-9999,15.8,-9999,-9999,-9999,-9999,17.5,-9999,10.8,17.5,11.9,-9999,9.8,20.2,-9999,-9999,11.2,-9999,-9999,17.8,2.3,-9999,-9999,-9999,-9999,9.6,-9999,-9999,-9999,-9999
