@T,climate
name,rainfall
desc,measured rainfall

missing_val,-9999
date_start,01.01.1980
date_end,13.08.2013
date_format,dd.MM.yyyy

tres,d
unit,mm

@H,date,Alperstedt,Artern,Arnstadt,Boesleben,Crawinkel,Dachwig,Dienstedt,Dosdorf,Eichelborn-ILMS,Elgersburg,Erfurt (Flugwewa),Erfurt-Egstedt,Erfurt-Frienstedt,Erfurt-Weimar,Finsterbergen,Floh,Frankenhain,Gehlberg,Geraberg-ILMS,Gossel-ILMS,Graefenroda,Graefinau-Angstedt,Herrenhof,Ilmenau,Kirchheim-ILMS,Kleiner Inselsberg,Luisenthal,Luisenthal Talsperre,Martinroda,Moenchenholzhausen,Molschleben,Muehlberg,Oberhof,Oberhof (Forsth. Sattelbach,Oberhof-ILMS,Oberschoenau,Ohrdruf-ILMS,Riechheim-ILMS,Schmuecke (WST),Sondershausen,Stadtilm,Stuetzerbach,Tambach-Dietharz,Tambach-Dietharz (Forsthaus,Tambach-Dietharz (Talsperre,Tuettleben,Waltershausen,Wandersleben-ILMS,Wipfra-ILMS
,08.05.1992,0.2,0,2.11,2.5,3.7,0,3.2,2.8,-9999,1.3,3.5,0.3,2.6,-9999,3.6,5.2,3.2,2.5,-9999,-9999,2.2,1.1,4,0.7,-9999,4.6,3.94,3.8,1.9,3.2,3.8,0.8,3.7,3.62,-9999,4,-9999,-9999,3.7,0.7,15.2,5.9,5,4.1,4.8,1.8,3.3,-9999,-9999
,09.05.1992,3.4,6,2.28,2.7,13.8,6.1,3.4,6.2,-9999,13.2,1.3,0.4,1.4,-9999,5.1,5.1,19.1,16.8,-9999,-9999,12.1,8.1,5.8,12.4,-9999,5.4,16.27,15.7,12.3,1.9,4,2.2,16.1,15.73,-9999,11.1,-9999,-9999,13.9,7.9,16.1,12.1,8.1,5.9,7.7,4.2,4.4,-9999,-9999
,10.05.1992,3.2,7.5,0,0,1.2,6.1,0.7,0.4,-9999,1,3.8,1,0.4,-9999,8.9,4.2,1.1,2,-9999,-9999,0.4,0.6,5.4,0.4,-9999,8.8,1.76,1.7,1,1.3,4.9,0,1.1,1.07,-9999,1.4,-9999,-9999,1.7,11.8,10.2,1.4,3.6,4.8,1.8,0,6.7,-9999,-9999
,11.05.1992,6.4,6.8,7.84,9.3,7.4,6.3,10.4,10.6,-9999,8.3,9.6,7.4,12.6,-9999,10.3,13.1,8.8,16.5,-9999,-9999,8.8,7.3,6.6,9.3,-9999,9.1,8.29,8,6.8,11.2,7.1,13.2,10.6,10.36,-9999,10.6,-9999,-9999,14.2,3.7,4.6,13.1,9.1,10.8,9,12.4,8.6,-9999,-9999
,12.05.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0.4,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,2.8,0,0,0,0,0,0,-9999,-9999
,13.05.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,14.05.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,2.8,0,0,0,0,0,0,-9999,-9999
,15.05.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0.2,0,0,0,0,0,0,-9999,-9999
,16.05.1992,0,0,0,0,0,0,1.9,0,-9999,0,0,3.3,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,17.05.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,18.05.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,19.05.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,7.9,0,0,0,0,0,0,-9999,-9999
,20.05.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,21.05.1992,0,0,0,0,0,0,0,0,-9999,0.6,0,0,0,-9999,0,0.5,0.8,1.2,-9999,-9999,0.2,0,0,0,-9999,0,0.31,0.3,0,0,0,0,1,0.98,-9999,0.8,-9999,-9999,1.3,0,16.4,0.7,0.4,0,0.3,0,0,-9999,-9999
,22.05.1992,0.8,6.8,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,1.7,1,0,0,0,0,0,0,-9999,-9999
,23.05.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,24.05.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,25.05.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,26.05.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,4.6,0,0,0,0,0,0,-9999,-9999
,27.05.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0.1,0,0,0,0,0,0,-9999,-9999
,28.05.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,29.05.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,30.05.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,31.05.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,01.06.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0.2,0,0,0,0,0,0,0,0,-9999,-9999
,02.06.1992,1.4,0.8,0.67,0.8,1.6,0.4,0,0.9,-9999,2.7,0.5,0.3,0.9,-9999,20.6,9.5,2.67,2.9,-9999,-9999,2.3,2,1.4,3.2,-9999,17.8,2.69,2.6,1.8,0.9,0.9,1.2,3.4,3.32,-9999,14.9,-9999,-9999,3.8,0.7,0,3.5,6.2,6.7,4.2,0.4,3.7,-9999,-9999
,03.06.1992,9.6,7.8,6.32,7.5,15.5,3.8,12.8,11,-9999,23.4,4.5,5.2,5.6,-9999,36.1,9.3,9.41,30.4,-9999,-9999,8.1,20.6,30.6,19.2,-9999,33.5,36.37,35.1,21.8,4.3,8.4,7,39.8,38.89,-9999,25.2,-9999,-9999,45.3,6.8,0.6,22.7,34.3,27.8,35.5,8.1,25.8,-9999,-9999
,04.06.1992,2.6,16.3,0.42,0.5,2.1,0.9,0.7,2.4,-9999,4.3,0.3,1.4,0.7,-9999,5.7,3.6,9.99,4.5,-9999,-9999,8.6,2.6,1.8,2.4,-9999,4.8,3.01,2.9,2.2,3,1.1,2.8,5.8,5.67,-9999,4.6,-9999,-9999,7.5,9.3,0,8,4,4.9,3.6,1.2,1.9,-9999,-9999
,05.06.1992,0,3.3,3.29,3.9,5.9,3.2,1.4,3.2,-9999,17.5,2,0.8,4.5,-9999,8.7,23.1,9.3,17.8,-9999,-9999,8,8.3,6.8,15.4,-9999,8.8,12.33,11.9,9.3,0.7,2.4,15.3,19.4,18.96,-9999,27.8,-9999,-9999,13.5,0.6,5.8,8.9,9.5,7.4,10.7,1.1,15.4,-9999,-9999
,06.06.1992,8.9,4.6,10.37,12.3,11,9.3,13.5,17.1,-9999,8.5,15,22,13.1,-9999,12.9,6.6,8.72,3.8,-9999,-9999,7.5,4.9,23.9,8.7,-9999,17.4,10.16,9.8,11.9,15.1,12.2,8,4.8,4.69,-9999,5.3,-9999,-9999,4.7,1.1,2.1,3,15.2,15.7,18.8,5.3,4.3,-9999,-9999
,07.06.1992,1.7,4.2,5.06,6,16,0.9,9.3,8.4,-9999,5.7,3.2,9.8,13.4,-9999,9.9,12.6,26.73,1.8,-9999,-9999,23,11.3,21.4,5.6,-9999,18.8,20.62,19.9,14.8,7.5,14.4,7.2,3.2,3.13,-9999,4.6,-9999,-9999,1.5,0.6,43,2.8,19,9.3,19.8,5.3,14.5,-9999,-9999
,08.06.1992,0.2,3.4,0.42,0.5,1.9,8.6,4.7,1.6,-9999,1.9,0,2,0,-9999,6.5,3.9,5.23,2.5,-9999,-9999,4.5,9.4,2.5,7.8,-9999,17.8,4.66,4.5,4.8,0.3,0.1,6.9,10.3,10.06,-9999,8.4,-9999,-9999,3.8,22.1,7.3,8.4,3.8,1.6,5.7,0.8,26.5,-9999,-9999
,09.06.1992,5.9,6.2,1.43,1.7,0.2,1.5,2.3,1.7,-9999,0,0.7,0,1.4,-9999,0.9,0.4,0.23,0.1,-9999,-9999,0.2,1.4,1.5,0,-9999,0.3,0,0,0,3.3,0.3,1.5,1.2,1.17,-9999,0.4,-9999,-9999,0.6,7.5,0.2,1.1,0.8,0,0,5.2,0.9,-9999,-9999
,10.06.1992,0,0.1,0.25,0.3,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,11.06.1992,1.7,2.1,1.77,2.1,0,0.6,7.8,0,-9999,0.1,4.8,4.2,0.6,-9999,0,0,0,0,-9999,-9999,0,0.3,0,0,-9999,0.7,0,0,0,4.6,0,0,0,0,-9999,0,-9999,-9999,0.1,1.6,0,0,0,0,0,0,0.3,-9999,-9999
,12.06.1992,0,0,1.35,1.6,0.4,0,0,1.5,-9999,2,0.6,2,0,-9999,0,0,3.72,2.7,-9999,-9999,3.2,4,0.5,0,-9999,2.3,0.52,0.5,1.3,0,0,1.4,1.9,1.86,-9999,0.8,-9999,-9999,1.5,0,28,3.4,0.3,0.9,0.4,0,0.5,-9999,-9999
,13.06.1992,0,0,2.11,2.5,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,3.2,0,0,0,0,0,0,-9999,-9999
,14.06.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0.2,0,0,0,0,0,0,-9999,-9999
,15.06.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,16.06.1992,2.2,0,3.46,4.1,4.5,0.1,7.3,2.1,-9999,0,5.2,13,0.9,-9999,0,0.1,0.46,0,-9999,-9999,0.4,2.4,4,1.2,-9999,0.7,7.56,7.3,1.4,17.1,2.2,6.8,1.4,1.37,-9999,6.8,-9999,-9999,0.1,0,2.1,1.5,0.9,3,11.5,7.2,2.4,-9999,-9999
,17.06.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,18.06.1992,9,11.2,13.74,16.3,17.4,23.7,13,24,-9999,19.6,19.7,13.4,27.8,-9999,18.1,10.6,19.76,14.8,-9999,-9999,17,15.5,12.4,28.5,-9999,10,16.37,15.8,25.2,14.8,15.7,26.5,13.1,12.8,-9999,9,-9999,-9999,14.8,11.5,0,14.2,12.5,10.3,14.4,24.8,10.2,-9999,-9999
,19.06.1992,0.5,0,0,0,1.4,0.1,0.5,1.4,-9999,2.1,0.1,0.5,0.3,-9999,4.2,5.9,1.39,5.7,-9999,-9999,1.2,1.4,2.1,5.6,-9999,6.6,4.15,4,0.4,0.3,5.1,1.6,6.8,6.64,-9999,4.9,-9999,-9999,6.5,1,0,5.9,6,6.6,5.4,2.3,4.1,-9999,-9999
,20.06.1992,7,0,6.15,7.3,25.4,11,7.8,3.8,-9999,15.9,4.3,5.5,14.3,-9999,6.4,22.6,20.22,17.6,-9999,-9999,17.4,5,20.4,31.2,-9999,11.5,28.5,27.5,10.1,3.2,21.6,0.7,24.4,23.84,-9999,14.4,-9999,-9999,27.8,0,0,25.2,15.2,11.5,17.8,6.2,6.7,-9999,-9999
,21.06.1992,2.2,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0.6,-9999,-9999,0,0.2,0,2.6,-9999,0.1,0,0,0,0,0,0,0,0,-9999,0.3,-9999,-9999,0.1,0,0,0,0,0,0,0,0,-9999,-9999
,22.06.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,2.4,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,23.06.1992,8.1,2.2,4.63,5.5,13.5,3.7,6.5,17,-9999,5.1,12.2,28.8,33.8,-9999,25.1,20.4,15.22,8.7,-9999,-9999,13.1,5.7,27.4,0,-9999,8.2,18.14,17.5,7.2,15.2,16.4,18.2,12.1,11.82,-9999,36.7,-9999,-9999,16.6,4.4,24.4,6.8,28.2,27.4,25.7,15.5,18.3,-9999,-9999
,24.06.1992,2.1,0,0,0,0.1,0,0,0,-9999,0,0,0,0,-9999,0,0.5,0.58,0.5,-9999,-9999,0.5,0.2,0,0,-9999,0,0.31,0.3,0,0,0,0,2,1.95,-9999,0.3,-9999,-9999,0.1,0,0.9,2.5,0.1,0,0.4,0,0,-9999,-9999
,25.06.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,26.06.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,3.6,0,0,0,0,0,0,-9999,-9999
,27.06.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,4.8,0,0,0,0,0,0,-9999,-9999
,28.06.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,29.06.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,1.1,0,0,0,0,0,0,-9999,-9999
,30.06.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,01.07.1992,0,0,0,0,0,6.8,0.1,0.3,-9999,0,0.2,0.3,1.6,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,3.2,0.2,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,5.7,0,-9999,-9999
,02.07.1992,1.4,1.3,0,0,3.3,4.6,0,1.4,-9999,0.9,0,0,0,-9999,0,14.1,2.21,0,-9999,-9999,1.9,4.5,0,0,-9999,0.4,0.73,0.7,1,0,0,0.5,0.3,0.29,-9999,2.1,-9999,-9999,0,8.6,7.5,0,3,0,2.6,0,0.9,-9999,-9999
,03.07.1992,11.4,7.6,13.06,15.5,16.6,10.4,9.8,20.2,-9999,0.8,15.2,9.8,20.8,-9999,0,4.1,18.6,3.7,-9999,-9999,16,0.3,15.1,0,-9999,0,20.1,19.4,7.7,10,0,14.1,6.9,6.74,-9999,19,-9999,-9999,0.3,1.5,0.8,0,23.2,5.9,31.5,17.4,18.7,-9999,-9999
,04.07.1992,2,4.5,1.52,1.8,1.3,0.2,2.5,1.8,-9999,0.1,1.2,1.8,0,-9999,0.6,0.6,0.58,1.8,-9999,-9999,0.5,1.3,0.4,0.2,-9999,1.9,1.04,1,1.2,0.8,0,2.5,2.1,2.05,-9999,1,-9999,-9999,5.3,0.7,0,7.1,0.4,0.3,0.2,1.2,0,-9999,-9999
,05.07.1992,49,26.8,36.32,43.1,48.4,59.9,37.9,54,-9999,50.4,54.6,38.4,42.6,-9999,46,24.6,57.06,45.7,-9999,-9999,49.1,45.3,39.6,47.6,-9999,49.4,56.27,54.3,51.3,46.8,52.3,54.2,55.1,53.84,-9999,34.9,-9999,-9999,49.8,38.4,0,30.2,42.5,43.2,39.4,25.7,43.5,-9999,-9999
,06.07.1992,13,9.6,6.32,7.5,9.7,7.7,4.5,9.8,-9999,15.4,8.6,8.5,10.9,-9999,16.9,3.6,9.07,11.4,-9999,-9999,7.8,5.9,7.8,3,-9999,10.1,11.71,11.3,10.2,10.8,10.6,12,10.9,10.65,-9999,4.1,-9999,-9999,7.9,3.6,0.7,8,9.9,7.2,16.7,7.3,8.2,-9999,-9999
,07.07.1992,0,0,0,0,0.3,0,0,0,-9999,0.4,0,0.3,0,-9999,0,0,0.46,0,-9999,-9999,0.4,0.5,0,0,-9999,0,0.31,0.3,0.1,0,0,0,0,0,-9999,0,-9999,-9999,0.1,0,0,0.4,0,0.3,0,0,0,-9999,-9999
,08.07.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,09.07.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,10.07.1992,0,1.1,1.18,1.4,0.4,0,23.8,0.4,-9999,0,3.2,0.2,3.4,-9999,0,5.5,0.46,1.5,-9999,-9999,0.4,0.6,3.2,0.4,-9999,1.3,0,0,1.1,7.3,0,23.3,1.6,1.56,-9999,0.3,-9999,-9999,2.7,21.4,0,10.9,0.3,3.9,0.3,0,1.3,-9999,-9999
,11.07.1992,0.3,1,4.63,5.5,3.6,1.9,3.8,4.1,-9999,6,0.6,2.5,1.9,-9999,2.5,2.5,3.25,5.4,-9999,-9999,2.8,5.8,5.3,9.8,-9999,3.3,6.94,6.7,6.4,1.7,0.7,4.2,3.4,3.32,-9999,7,-9999,-9999,5.9,0.9,0,9.2,6.9,2.9,8.4,3.7,1.5,-9999,-9999
,12.07.1992,4.5,0,2.19,2.6,6.6,2.1,0.7,5.5,-9999,5.9,0.2,0.7,0.6,-9999,4,0.8,0.23,2.8,-9999,-9999,0.2,0.2,1,0.4,-9999,2.8,3.52,3.4,0.2,0.3,8.6,3,3.5,3.42,-9999,2.8,-9999,-9999,3.6,1.4,0,4.2,2.8,2.6,1.7,1.3,1,-9999,-9999
,13.07.1992,0.5,2.9,0,0,0,0.5,0,0,-9999,0,0.1,0,0.2,-9999,1.5,0,0,0,-9999,-9999,0,0,0,0,-9999,2,0.21,0.2,0,0,0,0,1.6,1.56,-9999,0.7,-9999,-9999,1,1,0,0.7,0.9,1.5,0.6,0.8,0,-9999,-9999
,14.07.1992,1.2,1.4,0,0,3.3,3,2.8,1.7,-9999,3,0.8,2.3,1.3,-9999,12.1,4.8,3.14,9.8,-9999,-9999,2.7,2.5,2,3.7,-9999,12.4,6.94,6.7,1.9,1.4,0,3.6,17.5,17.1,-9999,12.1,-9999,-9999,14.9,0.3,0,6.5,11,12.2,9.8,1,1.3,-9999,-9999
,15.07.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,16.07.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,3,0,0,0,0,0,0,-9999,-9999
,17.07.1992,0.8,7.2,0,0,2.5,9.5,3.3,1.4,-9999,8.4,0,0,0,-9999,1.3,1.4,3.6,9.3,-9999,-9999,3.1,3.2,0,2,-9999,2.8,1.76,1.7,10.5,0.4,0,0,13.4,13.09,-9999,6.6,-9999,-9999,12.1,3.4,1.5,6.3,1.7,0.9,1.3,0,0.2,-9999,-9999
,18.07.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,19.07.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,20.07.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,1.3,0,0,0,0,0,0,-9999,-9999
,21.07.1992,9.6,20.2,9.44,11.2,7.4,14,12.6,14.4,-9999,5.6,7,27.2,8.7,-9999,16,9.3,14.53,13.9,-9999,-9999,12.5,11.9,17.2,6.8,-9999,16.4,11.92,11.5,4.7,8.2,19.5,14.3,17.1,16.71,-9999,12,-9999,-9999,11.2,5.1,0.6,7.3,13.7,15.7,11.5,7.1,35.3,-9999,-9999
,22.07.1992,0,0,0,0,1.4,0,0,1,-9999,0,0,0,0.6,-9999,0,0,8.72,0,-9999,-9999,7.5,2.5,0,3.2,-9999,0,1.04,1,0,0.3,0,0,3.9,3.81,-9999,0,-9999,-9999,0.2,0,3.4,10.2,0,0,0,0,0,-9999,-9999
,23.07.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,13.7,0,0,0,0,0,0,-9999,-9999
,24.07.1992,3.5,1.2,3.03,3.6,3.6,1.7,2.4,3.9,-9999,3,0.5,1.5,2.1,-9999,8.1,8.9,2.09,7.3,-9999,-9999,1.8,3.4,8.4,2,-9999,6,5.18,5,2.1,1.3,2.5,4.1,5,4.89,-9999,5,-9999,-9999,6.9,3.3,0,6.1,5.2,6.1,6.8,3.2,6.8,-9999,-9999
,25.07.1992,0,0,3.96,4.7,1.7,0.7,4,2.2,-9999,10.3,0,0.3,0,-9999,28.9,7.3,11.62,6.8,-9999,-9999,10,0.2,4.6,0.4,-9999,1.6,2.8,2.7,17.4,0,0.2,1.9,3.9,3.81,-9999,13.2,-9999,-9999,0.9,1.1,0,0,13.1,22.3,11.2,1.4,0.4,-9999,-9999
,26.07.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,27.07.1992,1.1,0,0,0,0.2,2.6,0.5,0,-9999,0,0.6,1.6,0.7,-9999,0.4,0,0.23,0,-9999,-9999,0.2,0,0.5,0,-9999,0.3,0.41,0.4,0.2,0,0.4,0.3,0,0,-9999,0.5,-9999,-9999,0,1.3,0,0,0,0,1.2,0.6,0.6,-9999,-9999
,28.07.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,29.07.1992,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,30.07.1992,3.9,0.8,0,0,6.2,4.3,6.5,5.3,-9999,14.5,7.2,4,4,-9999,7.8,16.2,4.65,6,-9999,-9999,4,4.5,7.6,7.6,-9999,13.2,10.88,10.5,6.6,4,7.5,4,9.2,8.99,-9999,8.3,-9999,-9999,6.1,3.1,0,4,11.3,13.3,8.4,5.8,6.2,-9999,-9999
,31.07.1992,6,0.7,3.03,3.6,0.6,9.8,0,0.6,-9999,1.8,10.2,17,9.7,-9999,4.3,2.3,3.72,1.4,-9999,-9999,3.2,0.5,6.8,0,-9999,5.4,0.41,0.4,0.5,19.9,5,9.2,0,0,-9999,4.1,-9999,-9999,2.9,0.5,0.7,3,0.4,0.8,2.1,8.7,7,-9999,-9999
,01.08.1992,0.3,0.3,0,0,0.1,0.3,0,0.2,-9999,0,0,0.5,0.6,-9999,0.7,1.2,0.35,0.4,-9999,-9999,0.3,0.2,0,0,-9999,0.6,0.31,0.3,0,0,0,0,1.4,1.37,-9999,1.8,-9999,-9999,1,0.2,0.9,1.3,0.6,0.7,0.4,0.4,0,-9999,-9999
