@T,B4D1D2D3D4,,,,
descr,average observed soil water content at probe B4 D1 D2 D3 D4 depths 30cm 60cm 90cm 150cm,,,,
unit,dimensionless,,,,
,,,,,
missing_val,-9999,,,,
date_start,04.10.2002,,,,
date_end,19.09.2012,,,,
date_format,dd.MM.yyyy,,,,
,,,,,
@H,date,swc[0],swc[1],swc[2],swc[3]
name,,Drake,,,
ID,,1,,,
elevation,,1577,,,
x,,513649,,,
y,,4495037.6,,,
,04.03.2010,0.211643705,0.221821382,0.222119814,0.228058162
,05.03.2010,0.220306832,0.222578636,0.222356424,0.228032614
,06.03.2010,0.231563956,0.223220638,0.222689685,0.228028363
,07.03.2010,0.243362784,0.224586621,0.223214575,0.228049831
,08.03.2010,0.246126104,0.225969016,0.224004608,0.228110813
,09.03.2010,0.248251962,0.227449148,0.224876921,0.228238837
,10.03.2010,0.249143132,0.229423233,0.225911445,0.228428385
,11.03.2010,0.24813958,0.230064239,0.226844897,0.228662878
,12.03.2010,0.248532191,0.230424507,0.2273478,0.22894185
,13.03.2010,0.250172402,0.231352539,0.227810086,0.229205963
,14.03.2010,0.251831835,0.23293119,0.228541871,0.229445093
,15.03.2010,0.252064671,0.233821985,0.229417468,0.229707543
,16.03.2010,0.254366192,0.230053907,0.230241694,0.229995041
,17.03.2010,0.256653226,0.237147088,0.231335997,0.23030424
,18.03.2010,0.258401237,0.239254943,0.232680719,0.230652695
,19.03.2010,0.257036605,0.240664317,0.234106727,0.231079888
,20.03.2010,0.252649929,0.239679355,0.234893233,0.231564272
,21.03.2010,0.251462993,0.238126373,0.234675791,0.23203838
,22.03.2010,0.253882936,0.23792571,0.234339555,0.232394288
,23.03.2010,0.25685328,0.239686977,0.234657103,0.232638516
,24.03.2010,0.261288194,0.240075314,0.235404658,0.23287889
,25.03.2010,0.257528906,0.23860179,0.235388304,0.23014314
,26.03.2010,0.271283625,0.237701474,0.234889159,0.233394324
,27.03.2010,0.275098534,0.238045045,0.234619985,0.233548792
,28.03.2010,0.276537437,0.23891671,0.234595504,0.233631633
,29.03.2010,0.279499001,0.240827296,0.234835907,0.233678734
,30.03.2010,0.281721424,0.243220274,0.235660516,0.233743819
,31.03.2010,0.284108837,0.246048194,0.236921709,0.233905844
,01.04.2010,0.283711775,0.248368807,0.238467396,0.234169473
,02.04.2010,0.281051939,0.249251858,0.239703197,0.234573844
,03.04.2010,0.278746423,0.248893775,0.240194052,0.235053359
,04.04.2010,0.278962126,0.24918844,0.240257168,0.235480651
,05.04.2010,0.280461237,0.250794545,0.240568962,0.235802393
,06.04.2010,0.28234488,0.253399177,0.241418939,0.23606815
,07.04.2010,0.281870137,0.254939545,0.242421291,0.236418834
,08.04.2010,0.282320141,0.256040546,0.24288484,0.236856405
,09.04.2010,0.284026507,0.258148797,0.243285424,0.237255144
,10.04.2010,0.284983546,0.261036433,0.244059754,0.237623322
,11.04.2010,0.285449682,0.263808278,0.24497914,0.238066103
,12.04.2010,0.287251764,0.267149531,0.245967979,0.238542598
,13.04.2010,0.289482999,0.271097642,0.247280745,0.239146126
,14.04.2010,0.28852749,0.27480799,0.248867158,0.23999325
,15.04.2010,0.289880168,0.277779919,0.250124455,0.24086082
,16.04.2010,0.290265868,0.281518682,0.25146323,0.241612183
,17.04.2010,0.287444529,0.28359439,0.252676218,0.242427654
,18.04.2010,0.286138872,0.284537506,0.253152488,0.243193757
,19.04.2010,0.289250724,0.287233929,0.253545834,0.243791839
,20.04.2010,0.29062471,0.290894033,0.254720126,0.244308821
,21.04.2010,0.290430718,0.293789229,0.256092085,0.24485235
,22.04.2010,0.322743212,0.29859059,0.257208426,0.245554378
,23.04.2010,0.345088165,0.33956009,0.260129945,0.246313574
,24.04.2010,0.335990549,0.378708722,0.268253598,0.24700339
,25.04.2010,0.327825454,0.377148262,0.271113579,0.247608021
,26.04.2010,0.32306372,0.37402441,0.28437425,0.247848349
,27.04.2010,0.320817742,0.371588378,0.297545827,0.247895829
,28.04.2010,0.32277162,0.370921592,0.307642464,0.247960891
,29.04.2010,0.321934411,0.371001379,0.313682263,0.248270169
,30.04.2010,0.318430312,0.369340252,0.316449422,0.248891244
,01.05.2010,0.316409952,0.367143559,0.317374818,0.249775627
,02.05.2010,0.316386108,0.365916891,0.318429802,0.250712177
,03.05.2010,0.316234901,0.365191134,0.320407585,0.25163305
,04.05.2010,0.317630225,0.365252181,0.323243788,0.252522477
,05.05.2010,0.31702902,0.365492615,0.326578723,0.253482498
,06.05.2010,0.316414542,0.365286408,0.329599791,0.25449319
,07.05.2010,0.314488072,0.364654191,0.331995908,0.255546635
,08.05.2010,0.313309445,0.36358888,0.333509659,0.256557308
,09.05.2010,0.313973007,0.36298742,0.334403509,0.257437662
,10.05.2010,0.316223897,0.363601678,0.335271366,0.258211253
,11.05.2010,0.314571556,0.364127074,0.336418137,0.258966831
,12.05.2010,0.328348425,0.364827819,0.336964955,0.260014621
,13.05.2010,0.333584929,0.375273153,0.339197635,0.260881673
,14.05.2010,0.332891816,0.376682835,0.346157037,0.261380751
,15.05.2010,0.337001851,0.379930964,0.352092621,0.261893942
,16.05.2010,0.334650213,0.380657493,0.357173387,0.262762757
,17.05.2010,0.333215219,0.379861337,0.358950762,0.264251531
,18.05.2010,0.334475735,0.379900432,0.35948419,0.26615353
,19.05.2010,0.339557032,0.382669947,0.360682729,0.268361155
,20.05.2010,0.337605752,0.383956882,0.363027204,0.270635585
,21.05.2010,0.336419222,0.383484544,0.363912764,0.273450513
,22.05.2010,0.337174911,0.38359482,0.364182736,0.276794154
,23.05.2010,0.336035601,0.384003988,0.364609558,0.28004328
,24.05.2010,0.334788372,0.383611133,0.364886865,0.28270395
,25.05.2010,0.33191503,0.382641285,0.364850143,0.284933211
,26.05.2010,0.331847561,0.381731518,0.364430384,0.287158719
,27.05.2010,0.331670877,0.381269233,0.36414072,0.289669672
,28.05.2010,0.333662546,0.381928721,0.364132837,0.292068164
,29.05.2010,0.33358712,0.382638877,0.364556578,0.294016777
,30.05.2010,0.331600561,0.382294857,0.364871968,0.295579405
,31.05.2010,0.331261803,0.381531794,0.364754642,0.296887466
,01.06.2010,0.337002951,0.382083875,0.366139063,0.298049437
,02.06.2010,0.339792952,0.382370691,0.367093438,0.299041066
,03.06.2010,0.339315904,0.382086001,0.367058298,0.299884454
,04.06.2010,0.339430709,0.381653027,0.366933494,0.300672351
,05.06.2010,0.341377287,0.382085566,0.366919351,0.301509896
,06.06.2010,0.342870211,0.383040615,0.367310161,0.302486675
,07.06.2010,0.34367059,0.384113312,0.367959945,0.303758903
,08.06.2010,0.342970197,0.384603199,0.368642573,0.305312554
,09.06.2010,0.34180618,0.384228183,0.369004311,0.307052744
,10.06.2010,0.342351936,0.384043251,0.369074836,0.308791938
,11.06.2010,0.341822694,0.384177417,0.369252242,0.310387829
,12.06.2010,0.338767899,0.382980997,0.3692939,0.31179224
,13.06.2010,0.350251987,0.381576211,0.368411245,0.313026317
,14.06.2010,0.354485555,0.387566791,0.368741795,0.313959456
,15.06.2010,0.352245265,0.388757961,0.37150142,0.314714674
,16.06.2010,0.352422414,0.388743034,0.373079978,0.315604146
,17.06.2010,0.352264906,0.389187234,0.373947874,0.31668099
,18.06.2010,0.352182097,0.389417213,0.374523683,0.317897775
,19.06.2010,0.35317333,0.390038789,0.37500136,0.319169847
,20.06.2010,0.353659579,0.390931645,0.375646991,0.320454538
,21.06.2010,0.35384451,0.391478641,0.376291428,0.321666243
,22.06.2010,0.353880365,0.392053158,0.376920926,0.322755907
,23.06.2010,0.353426904,0.392470421,0.377504872,0.323764481
,24.06.2010,0.352531114,0.392107664,0.377738468,0.324685873
,25.06.2010,0.352910888,0.392015774,0.377754241,0.325498652
,26.06.2010,0.35324322,0.392399158,0.377897141,0.326163758
,27.06.2010,0.350554836,0.391849633,0.378082893,0.326781459
,28.06.2010,0.350866901,0.391102586,0.377807602,0.327333269
,29.06.2010,0.351652549,0.391210617,0.377633243,0.327790067
,30.06.2010,0.351927612,0.39150591,0.377715151,0.328168664
,01.07.2010,0.351910765,0.391665083,0.377886768,0.328519316
,02.07.2010,0.351939387,0.391868448,0.378050007,0.328867934
,03.07.2010,0.351544348,0.391835177,0.378206985,0.329209579
,04.07.2010,0.35258328,0.391792666,0.378318906,0.329549432
,05.07.2010,0.365908315,0.395247545,0.378944398,0.329869565
,06.07.2010,0.362119802,0.396976143,0.381435921,0.357672281
,07.07.2010,0.360751308,0.397194921,0.382943921,0.330752075
,08.07.2010,0.358165673,0.396041889,0.383862186,0.331431955
,09.07.2010,0.35705105,0.394875358,0.383659075,0.332243231
,10.07.2010,0.356977101,0.394310935,0.383105163,0.332967482
,11.07.2010,0.356572195,0.394063576,0.38269095,0.33346946
,12.07.2010,0.356917764,0.39420366,0.382399193,0.333800146
,13.07.2010,0.357732855,0.394635339,0.382344624,0.333985481
,14.07.2010,0.358351497,0.395414837,0.382565336,0.334124447
,15.07.2010,0.357851772,0.395783018,0.382909656,0.334266545
,16.07.2010,0.358443731,0.396258641,0.38316621,0.334423993
,17.07.2010,0.358366378,0.39662415,0.383493113,0.334597809
,18.07.2010,0.358474304,0.397042149,0.383793021,0.334790339
,19.07.2010,0.357147167,0.397030655,0.384082112,0.334992247
,20.07.2010,0.355490115,0.396484592,0.3840802,0.335212529
,21.07.2010,0.353872288,0.395400806,0.383741961,0.335413297
,22.07.2010,0.353419612,0.394545752,0.383207884,0.335525101
,23.07.2010,0.349324502,0.369394439,0.356479841,0.318219472
,24.07.2010,0.353933067,0.394096803,0.38244288,0.335600295
,25.07.2010,0.353442153,0.394091263,0.382327268,0.335584302
,26.07.2010,0.35335547,0.393868389,0.382190558,0.335569187
,27.07.2010,0.353535257,0.393974142,0.382104739,0.335577869
,28.07.2010,0.349402663,0.369056877,0.355708611,0.31818564
,29.07.2010,0.350880956,0.393299243,0.381972861,0.335644587
,30.07.2010,0.348570377,0.392005691,0.381530355,0.335675204
,31.07.2010,0.347328717,0.390619721,0.380774579,0.335646292
,01.08.2010,0.348650633,0.390004277,0.379983773,0.335562069
,02.08.2010,0.351257268,0.389545736,0.379458251,0.335429471
,03.08.2010,0.350384674,0.388792463,0.378800884,0.335264066
,04.08.2010,0.350364382,0.388752433,0.378229144,0.335065987
,05.08.2010,0.349189124,0.388846925,0.378042173,0.334809506
,06.08.2010,0.348329024,0.389078104,0.37796106,0.334580403
,07.08.2010,0.346469538,0.389240321,0.378045184,0.334390285
,08.08.2010,0.344316749,0.389422187,0.378154029,0.33423538
,09.08.2010,0.341268071,0.389392933,0.378323777,0.334135247
,10.08.2010,0.335596751,0.388315859,0.378326667,0.334113489
,11.08.2010,0.328832016,0.386940268,0.3778762,0.334114036
,12.08.2010,0.322801867,0.385701201,0.377429992,0.334101723
,13.08.2010,0.318674772,0.384344282,0.377061396,0.334061973
,14.08.2010,0.315743031,0.382910025,0.376552219,0.333976278
,15.08.2010,0.33213383,0.381378483,0.375898152,0.333909925
,16.08.2010,0.313347128,0.380323108,0.37515092,0.333801659
,17.08.2010,0.311367881,0.379031613,0.374446285,0.333668119
,18.08.2010,0.313060326,0.378131228,0.373549949,0.333482742
,19.08.2010,0.314994491,0.378642256,0.37301239,0.33325205
,20.08.2010,0.31305619,0.37805742,0.37275874,0.332959523
,21.08.2010,0.314864559,0.377651314,0.372212842,0.332736127
,22.08.2010,0.317444919,0.378256598,0.371917911,0.332542267
,23.08.2010,0.31852745,0.379213988,0.372014457,0.332357166
,24.08.2010,0.314809485,0.378414721,0.372102238,0.332226798
,25.08.2010,0.31486862,0.377037336,0.371442949,0.332141279
,26.08.2010,0.316495301,0.376784403,0.37080461,0.331978129
,27.08.2010,0.318363004,0.377182153,0.370490812,0.331801074
,28.08.2010,0.320461964,0.37803139,0.370507142,0.33160869
,29.08.2010,0.320976145,0.378708163,0.370780806,0.331474619
,30.08.2010,0.320681772,0.378921017,0.370998489,0.331417163
,31.08.2010,0.31922042,0.378461956,0.371014259,0.33140648
,01.09.2010,0.318521209,0.377703008,0.370693467,0.331392803
,02.09.2010,0.317529323,0.37707631,0.370304911,0.331334054
,03.09.2010,0.314949871,0.375824638,0.369771876,0.331230295
,04.09.2010,0.315075809,0.374627589,0.368943176,0.331058713
,05.09.2010,0.316227182,0.374321117,0.368243072,0.330832473
,06.09.2010,0.316098647,0.374357327,0.367897851,0.330570069
,07.09.2010,0.312932343,0.373349471,0.367521594,0.330329024
,08.09.2010,0.313630229,0.372217297,0.366721963,0.330080849
,09.09.2010,0.314176451,0.371919216,0.366109013,0.329819245
,10.09.2010,0.314911203,0.372113633,0.365743981,0.32952086
,11.09.2010,0.313007508,0.371607385,0.365507677,0.32925513
,12.09.2010,0.31245205,0.370786995,0.364997954,0.328994207
,13.09.2010,0.312333968,0.370162494,0.364420484,0.328752484
,14.09.2010,0.313107307,0.369959457,0.363934699,0.328473695
,15.09.2010,0.313886728,0.370147776,0.363680594,0.328189739
,16.09.2010,0.313606547,0.370220275,0.363565496,0.327929985
,17.09.2010,0.313205826,0.369971564,0.363393414,0.327706958
,18.09.2010,0.311970524,0.369703238,0.363186108,0.327511549
,19.09.2010,0.306011075,0.368168374,0.362694087,0.327319488
,20.09.2010,0.31045004,0.367409527,0.361874337,0.327117999
,21.09.2010,0.310995272,0.367450912,0.361423771,0.326846022
,22.09.2010,0.310571651,0.367424688,0.361167506,0.326555338
,23.09.2010,0.308014904,0.366525567,0.360841396,0.32630367
,24.09.2010,0.306760654,0.365192717,0.360136841,0.326063107
,25.09.2010,0.30730237,0.364511292,0.359358759,0.325789349
,26.09.2010,0.307742299,0.364265428,0.358820081,0.325469446
,27.09.2010,0.297119812,0.466443607,0.46645534,0.391947624
,28.09.2010,0.297382568,0.467009256,0.466493918,0.391613379
,29.09.2010,0.297911006,0.467292243,0.466600008,0.391343521
,30.09.2010,0.299492887,0.34949643,0.349205495,0.323523537
,01.10.2010,0.299467095,0.348653804,0.348981379,0.323362751
,02.10.2010,0.298768834,0.347778645,0.348558867,0.323181827
,03.10.2010,0.297224609,0.346246138,0.347877868,0.322981817
,04.10.2010,0.297602149,0.345085903,0.346977183,0.322745631
,05.10.2010,0.298778905,0.344587292,0.346245121,0.322424603
,06.10.2010,0.30037814,0.34485188,0.345851035,0.322086025
,07.10.2010,0.30008998,0.344782183,0.345714201,0.321764702
,08.10.2010,0.300832755,0.344812309,0.345513222,0.321482363
,09.10.2010,0.298441758,0.344190506,0.345311898,0.321252633
,10.10.2010,0.296792261,0.342648788,0.34463969,0.321007388
,11.10.2010,0.295064887,0.341018187,0.343700087,0.320761882
,12.10.2010,0.294605681,0.339811024,0.342652071,0.320437116
,13.10.2010,0.291974166,0.338287464,0.341678928,0.320065205
,14.10.2010,0.291435853,0.336665127,0.34047235,0.319645972
,15.10.2010,0.292002086,0.335858246,0.3393485,0.319117386
,16.10.2010,0.2926877,0.335516832,0.33859131,0.318581443
,17.10.2010,0.291880571,0.335133345,0.33805722,0.318078242
,18.10.2010,0.291931268,0.334546589,0.337486227,0.317605299
,19.10.2010,0.289860164,0.338562687,0.336895636,0.317152267
,20.10.2010,0.289773994,0.332561003,0.33605428,0.316712328
,21.10.2010,0.289834176,0.33199016,0.335317424,0.316270324
,22.10.2010,0.289716293,0.331589469,0.334731432,0.31580016
,23.10.2010,0.288140985,0.330746916,0.334160213,0.315350534
,24.10.2010,0.286029319,0.329365153,0.333356294,0.314926304
,25.10.2010,0.285965284,0.328262678,0.332366278,0.31448525
,26.10.2010,0.282531328,0.326808178,0.331451104,0.314024045
,27.10.2010,0.279823995,0.32459256,0.330142752,0.313562242
,28.10.2010,0.277588363,0.322429575,0.328620595,0.313027432
,29.10.2010,0.27783133,0.32074781,0.327083425,0.312424711
,30.10.2010,0.27987719,0.320320614,0.325920648,0.311758381
,31.10.2010,0.282159373,0.320872515,0.325339474,0.311060219
,01.11.2010,0.28299724,0.321468514,0.32518444,0.310444207
,02.11.2010,0.275522315,0.442912068,0.445535739,0.376404487
,03.11.2010,0.276296291,0.44277041,0.445240218,0.37593183
,04.11.2010,0.275466951,0.442843542,0.445132369,0.375484642
,05.11.2010,0.273751986,0.442003478,0.444804205,0.375062782
,06.11.2010,0.275606744,0.328513237,0.324827019,0.313754098
,07.11.2010,0.276858762,0.328710206,0.32444278,0.313382713
,08.11.2010,0.276155193,0.32875451,0.324287067,0.313009047
,09.11.2010,0.275796723,0.328432248,0.324034294,0.31267486
,10.11.2010,0.27175237,0.327191996,0.323606764,0.31237279
,11.11.2010,0.268976906,0.32510969,0.322605503,0.312079051
,12.11.2010,0.265987648,0.322814948,0.321280715,0.311720339
,13.11.2010,0.264125422,0.320643632,0.31974662,0.311287143
,14.11.2010,0.262814853,0.318834975,0.318241122,0.310834657
,15.11.2010,0.262070505,0.317423868,0.316844087,0.310275945
,16.11.2010,0.261444364,0.316179921,0.315596313,0.309644635
,17.11.2010,0.261489787,0.315335394,0.31449617,0.308848372
,18.11.2010,0.260627493,0.314463939,0.31354047,0.308201657
,19.11.2010,0.260579185,0.313529101,0.312597089,0.307560998
,20.11.2010,0.26034815,0.312901533,0.311747398,0.306954397
,21.11.2010,0.259750151,0.312008551,0.31093763,0.306314229
,22.11.2010,0.259761257,0.311229225,0.310079406,0.305689017
,23.11.2010,0.258989477,0.310435671,0.309249022,0.305074072
,24.11.2010,0.258286063,0.309353412,0.308339139,0.304471739
,25.11.2010,0.257165358,0.308265448,0.30739148,0.303877483
,26.11.2010,0.255987948,0.306892485,0.306322086,0.303247802
,27.11.2010,0.255631149,0.305714564,0.305194392,0.302622109
,28.11.2010,0.255646548,0.304929651,0.304178663,0.301959528
,29.11.2010,0.255826734,0.304417628,0.303315873,0.30129258
,30.11.2010,0.255554906,0.303996738,0.302601241,0.300630894
,01.12.2010,0.255071749,0.303409617,0.301920647,0.300002442
,02.12.2010,0.255222962,0.302962713,0.301270229,0.29939494
,03.12.2010,0.255584636,0.302766582,0.300709954,0.298802538
,04.12.2010,0.25638852,0.302812253,0.300278192,0.298225889
,05.12.2010,0.257239452,0.303131641,0.300167929,0.297702485
,06.12.2010,0.257477036,0.303348799,0.300049867,0.297193469
,07.12.2010,0.257981307,0.303347936,0.299900337,0.289313709
,08.12.2010,0.258536486,0.303625727,0.299780807,0.296429984
,09.12.2010,0.25910772,0.303650524,0.299681714,0.29604435
,10.12.2010,0.260654879,0.304228571,0.299630369,0.295715395
,11.12.2010,0.26054374,0.304676231,0.299756921,0.295407678
,12.12.2010,0.259246614,0.304350304,0.299722582,0.295104911
,13.12.2010,0.259228126,0.303744344,0.299336391,0.294828997
,14.12.2010,0.261120959,0.304010002,0.29904208,0.294559238
,15.12.2010,0.262057331,0.304687654,0.299084023,0.294317669
,16.12.2010,0.260904116,0.304864404,0.299211295,0.294048557
,17.12.2010,0.25965225,0.304212539,0.299053217,0.293827597
,18.12.2010,0.258840253,0.303500211,0.298631046,0.293607265
,19.12.2010,0.258339681,0.302828873,0.298134164,0.293326328
,20.12.2010,0.258382479,0.302339784,0.297625722,0.293028469
,21.12.2010,0.258783761,0.302242307,0.297231658,0.292729652
,22.12.2010,0.258716385,0.302193425,0.296976414,0.292409896
,23.12.2010,0.258403553,0.301955549,0.296712104,0.292134553
,24.12.2010,0.258620831,0.301738343,0.296424939,0.291845519
,25.12.2010,0.258779274,0.301794018,0.296202124,0.291561963
,26.12.2010,0.258287597,0.301609813,0.296015355,0.291269243
,27.12.2010,0.258008941,0.301279223,0.295742513,0.290983958
,28.12.2010,0.25800995,0.30106008,0.295447222,0.290714207
,29.12.2010,0.25787873,0.300905303,0.295187433,0.29044018
,30.12.2010,0.257824856,0.300750754,0.294952692,0.290187638
,31.12.2010,0.257506877,0.300612928,0.294740558,0.289924757
,01.01.2011,0.255868369,0.300180327,0.294453106,0.289548373
,02.01.2011,0.249262428,0.299445402,0.293998954,0.28929587
,03.01.2011,0.243418658,0.298644393,0.293459005,0.289007239
,04.01.2011,0.236794641,0.297923521,0.292847664,0.288756458
,05.01.2011,0.231818253,0.297247488,0.292276435,0.288245834
,06.01.2011,0.229087679,0.296667606,0.291813407,0.288055038
,07.01.2011,0.232026701,0.296265345,0.291458984,0.287724981
,08.01.2011,0.236598997,0.295962813,0.291157377,0.287392235
,09.01.2011,0.239639603,0.295761659,0.290952656,0.287084637
,10.01.2011,0.24126824,0.295614768,0.290761081,0.286768597
,11.01.2011,0.236064118,0.295378137,0.290546832,0.286488616
,12.01.2011,0.220342426,0.294821067,0.290212335,0.286237495
,13.01.2011,0.209850108,0.294207038,0.289785869,0.285977446
,14.01.2011,0.213475336,0.293863516,0.289498659,0.285718038
,15.01.2011,0.22110118,0.29364716,0.289264478,0.28544099
,16.01.2011,0.22781873,0.293492466,0.289095165,0.285159506
,17.01.2011,0.233437857,0.293428008,0.288980457,0.284904096
,18.01.2011,0.238989009,0.293449016,0.288881548,0.284662786
,19.01.2011,0.243654414,0.293657846,0.288805574,0.284462087
,20.01.2011,0.247158424,0.293809416,0.288788492,0.284247863
,21.01.2011,0.249721504,0.293936442,0.288741798,0.284038274
,22.01.2011,0.251359718,0.294072815,0.288695004,0.283866905
,23.01.2011,0.252347012,0.29426476,0.288658505,0.283699503
,24.01.2011,0.252676291,0.29445143,0.288623704,0.283546721
,25.01.2011,0.251844374,0.294592165,0.288563465,0.283388852
,26.01.2011,0.251281351,0.294720893,0.288531969,0.283249548
,27.01.2011,0.252513918,0.294874787,0.28845605,0.283110358
,28.01.2011,0.254208723,0.295099207,0.288419628,0.282967862
,29.01.2011,0.255954766,0.295423423,0.288435182,0.28283517
,30.01.2011,0.257019364,0.295830364,0.288521386,0.282711978
,31.01.2011,0.257141817,0.296084664,0.288621037,0.282621587
,01.02.2011,0.255821369,0.296096124,0.288653021,0.282549806
,02.02.2011,0.240136788,0.295743148,0.288519742,0.282485134
,03.02.2011,0.215056708,0.294962668,0.288089584,0.282399003
,04.02.2011,0.20358443,0.29419001,0.28758751,0.282275067
,05.02.2011,0.205463697,0.29360585,0.287222967,0.282098211
,06.02.2011,0.210348874,0.293133335,0.286980936,0.281889481
,07.02.2011,0.210615069,0.292680492,0.286746322,0.281631349
,08.02.2011,0.208318065,0.292196621,0.286555404,0.281465732
,09.02.2011,0.199794515,0.291438435,0.286260682,0.281217674
,10.02.2011,0.190493914,0.29049152,0.285842524,0.280999803
,11.02.2011,0.18675376,0.289613141,0.285427663,0.280798311
,12.02.2011,0.186996416,0.288830741,0.285101306,0.28064179
,13.02.2011,0.191141959,0.288263176,0.284886046,0.280410296
,14.02.2011,0.196861584,0.287923492,0.284744065,0.280193148
,15.02.2011,0.202917414,0.287767902,0.284662852,0.280033181
,16.02.2011,0.20977448,0.287804155,0.284596541,0.279790214
,17.02.2011,0.217532611,0.288019562,0.284547491,0.279713951
,18.02.2011,0.225016809,0.288308942,0.284484185,0.279506718
,19.02.2011,0.231960201,0.288680004,0.284447676,0.279305118
,20.02.2011,0.237957381,0.289169378,0.284459537,0.279208328
,21.02.2011,0.243093333,0.289761981,0.284533729,0.279147479
,22.02.2011,0.244742393,0.290168356,0.284607104,0.279094393
,23.02.2011,0.246725701,0.290550281,0.284645771,0.279010627
,24.02.2011,0.249426175,0.290987768,0.284689165,0.278962309
,25.02.2011,0.252455517,0.291401573,0.284750293,0.278906995
,26.02.2011,0.255724533,0.291711163,0.284804598,0.27884105
,27.02.2011,0.2580676,0.292003466,0.284831797,0.278790298
,28.02.2011,0.259482317,0.292330701,0.284858496,0.278743921
,01.03.2011,0.260513157,0.292680202,0.284898168,0.278686297
,02.03.2011,0.262256956,0.29330029,0.28499493,0.27861361
,03.03.2011,0.263987208,0.294245069,0.285236469,0.278574148
,04.03.2011,0.26607804,0.295798006,0.285730763,0.27856427
,05.03.2011,0.265309453,0.296882346,0.286437286,0.278574069
,06.03.2011,0.264326791,0.296917008,0.286849952,0.27864146
,07.03.2011,0.264052101,0.296919196,0.286976628,0.278763025
,08.03.2011,0.263127194,0.296693122,0.287008926,0.278843681
,09.03.2011,0.263145654,0.29641385,0.286904645,0.27888335
,10.03.2011,0.264895697,0.296757337,0.286836205,0.278874609
,11.03.2011,0.26831646,0.298145235,0.287138729,0.278847592
,12.03.2011,0.270350249,0.300045674,0.287939951,0.278860771
,13.03.2011,0.272031896,0.301594065,0.288926466,0.278918082
,14.03.2011,0.272391783,0.303037247,0.289931998,0.279097454
,15.03.2011,0.273934586,0.303977475,0.290787851,0.279293904
,16.03.2011,0.274755268,0.30523651,0.291654836,0.279546103
,17.03.2011,0.277049449,0.306447362,0.292531268,0.279841818
,18.03.2011,0.278170528,0.308090834,0.293552861,0.280134435
,19.03.2011,0.277918276,0.309019754,0.294565366,0.280460676
,20.03.2011,0.279005715,0.309759771,0.295349802,0.280854405
,21.03.2011,0.279804564,0.310688471,0.296128068,0.281252182
,22.03.2011,0.281709897,0.311889364,0.296939954,0.281621997
,23.03.2011,0.280836154,0.312792872,0.297872135,0.282017703
,24.03.2011,0.280065833,0.313057469,0.298535008,0.282464493
,25.03.2011,0.278309422,0.312673822,0.298905712,0.282900968
,26.03.2011,0.278323338,0.312243019,0.298958926,0.283254581
,27.03.2011,0.278437151,0.312324249,0.299034732,0.283540856
,28.03.2011,0.278402175,0.312319406,0.299178718,0.283785328
,29.03.2011,0.279253155,0.312691161,0.299355691,0.28399641
,30.03.2011,0.279314569,0.31312738,0.299675557,0.284191182
,31.03.2011,0.279953453,0.313361053,0.299972911,0.284416461
,01.04.2011,0.28269626,0.314437029,0.300391695,0.284604219
,02.04.2011,0.283894045,0.315939431,0.301193972,0.284821379
,03.04.2011,0.28522038,0.317393463,0.302134152,0.285082324
,04.04.2011,0.279367439,0.31693484,0.302982088,0.285408736
,05.04.2011,0.278762707,0.315214154,0.302766145,0.285763573
,06.04.2011,0.281189081,0.315478438,0.302514828,0.286029478
,07.04.2011,0.280839997,0.315856058,0.302759232,0.286217295
,08.04.2011,0.282975216,0.316440956,0.30300778,0.286405004
,09.04.2011,0.285004414,0.317806459,0.303604268,0.28658346
,10.04.2011,0.284918161,0.319008309,0.304479437,0.286805526
,11.04.2011,0.283093577,0.318921831,0.305135571,0.287072539
,12.04.2011,0.283617303,0.318959469,0.305413461,0.287377801
,13.04.2011,0.283485677,0.319226249,0.305763784,0.287661766
,14.04.2011,0.280713896,0.318909787,0.306061667,0.287933645
,15.04.2011,0.277146467,0.31707588,0.305827428,0.288201775
,16.04.2011,0.27778675,0.315706786,0.305102345,0.288391394
,17.04.2011,0.28014704,0.315706118,0.304649758,0.288464288
,18.04.2011,0.282482355,0.316581201,0.304729876,0.288493519
,19.04.2011,0.283147242,0.317569772,0.305177909,0.288539258
,20.04.2011,0.282061878,0.317891603,0.305635941,0.288632848
,21.04.2011,0.282819328,0.317695727,0.305822051,0.288759998
,22.04.2011,0.283468949,0.318340789,0.306043949,0.288885359
,23.04.2011,0.282028787,0.318093366,0.306298876,0.289061279
,24.04.2011,0.281770246,0.317258783,0.306171947,0.28920996
,25.04.2011,0.28360148,0.317231851,0.305948364,0.28933366
,26.04.2011,0.285312433,0.317881281,0.306013167,0.289410806
,27.04.2011,0.28478933,0.317844285,0.306186523,0.289498614
,28.04.2011,0.28694449,0.317861637,0.306159639,0.289442096
,29.04.2011,0.290715166,0.319006384,0.306299904,0.289466138
,30.04.2011,0.288961722,0.319709965,0.306843623,0.289582437
,01.05.2011,0.287394642,0.319056012,0.306993252,0.289728985
,02.05.2011,0.287476942,0.318541025,0.306790293,0.289879751
,03.05.2011,0.288207949,0.318659708,0.306651467,0.289993419
,04.05.2011,0.289448654,0.319294703,0.306761586,0.290065913
,05.05.2011,0.288679099,0.31958729,0.307130854,0.290165241
,06.05.2011,0.292353367,0.292148806,0.277572021,0.275110299
,07.05.2011,0.289572219,0.320999308,0.30818677,0.290462793
