@T,A1A2A3,,,,
descr,average observed soil water content at probes A1 A2 A3 depths 30cm 60cm 90cm 120cm,,,,
unit,dimensionless,,,,
,,,,,
missing_val,-9999,,,,
date_start,18.10.2002,,,,
date_end,19.09.2012,,,,
date_format,dd.MM.yyyy,,,,
,,,,,
@H,date,swc[0],swc[1],swc[2],swc[3]
name,,Drake,,,
ID,,1,,,
elevation,,1570.333333,,,
x,,513651,,,
y,,4495344.667,,,
,12.12.2003,0.261386933,0.265596198,0.220239048,0.163387072
,13.12.2003,0.260373885,0.264695832,0.219810283,0.163156651
,14.12.2003,0.260000091,0.26394575,0.219285387,0.162824476
,15.12.2003,0.260230664,0.263510602,0.218764032,0.1625003
,16.12.2003,0.25916828,0.263094539,0.218409282,0.162161013
,17.12.2003,0.258408028,0.26227706,0.217969329,0.161853842
,18.12.2003,0.258549233,0.261875777,0.217536958,0.161559018
,19.12.2003,0.258022294,0.26149406,0.217213863,0.1612909
,20.12.2003,0.257829758,0.261055821,0.216866744,0.161022155
,21.12.2003,0.25829319,0.260869696,0.216571726,0.160775474
,22.12.2003,0.259059775,0.260879754,0.216416217,0.160579673
,23.12.2003,0.258343542,0.260873348,0.216329388,0.160434882
,24.12.2003,0.257165125,0.260368075,0.216160304,0.160328671
,25.12.2003,0.256546918,0.259886417,0.215864465,0.160219835
,26.12.2003,0.255928765,0.259396637,0.215565486,0.16003607
,27.12.2003,0.2556345,0.258959085,0.215243701,0.159851594
,28.12.2003,0.254723036,0.258512168,0.214973611,0.159651044
,29.12.2003,0.251573548,0.257900934,0.214661434,0.15947433
,30.12.2003,0.246769228,0.257058222,0.214266875,0.159275062
,31.12.2003,0.244985033,0.256340952,0.213782931,0.159040419
,01.01.2004,0.245619672,0.255842203,0.213376318,0.158765316
,02.01.2004,0.248178965,0.255629137,0.213046659,0.158537759
,03.01.2004,0.250952856,0.25569086,0.212864069,0.158351148
,04.01.2004,0.252557539,0.255682376,0.212739472,0.158205058
,05.01.2004,0.252501188,0.255525748,0.212621693,0.158116441
,06.01.2004,0.250441376,0.255122902,0.212382298,0.15800313
,07.01.2004,0.246898598,0.254593464,0.212024256,0.1578484
,08.01.2004,0.245770228,0.254118305,0.211629881,0.157640405
,09.01.2004,0.247210661,0.253756564,0.211292407,0.157435684
,10.01.2004,0.249282105,0.253589315,0.211054779,0.157233876
,11.01.2004,0.251075743,0.253638871,0.210857703,0.157070211
,12.01.2004,0.252380351,0.254019591,0.210793737,0.156939757
,13.01.2004,0.249265507,0.254278781,0.210828091,0.156855331
,14.01.2004,0.252462395,0.254407507,0.210840937,0.156811278
,15.01.2004,0.253466485,0.254789624,0.210867938,0.15679056
,16.01.2004,0.254867991,0.255120727,0.210998864,0.156811661
,17.01.2004,0.256295341,0.255587945,0.21117215,0.156869086
,18.01.2004,0.256449385,0.255885691,0.211371794,0.15696025
,19.01.2004,0.253361864,0.255773423,0.211474465,0.157068849
,20.01.2004,0.251768348,0.255378883,0.211313877,0.157087774
,21.01.2004,0.251639218,0.255117616,0.211159399,0.157064885
,22.01.2004,0.248597855,0.254866837,0.21100051,0.156998617
,23.01.2004,0.244617424,0.254368675,0.210813816,0.156897438
,24.01.2004,0.246132126,0.254269657,0.210605933,0.156810935
,25.01.2004,0.247726927,0.2543417,0.210571012,0.15673652
,26.01.2004,0.244051961,0.25407417,0.210556824,0.156710196
,27.01.2004,0.234116373,0.253327658,0.210384566,0.156673815
,28.01.2004,0.232591793,0.252564411,0.210059005,0.156574566
,29.01.2004,0.234343367,0.252125847,0.209726083,0.156428951
,30.01.2004,0.236866297,0.252075027,0.209529392,0.156281904
,31.01.2004,0.239601006,0.252258291,0.209445312,0.156183212
,01.02.2004,0.241513954,0.252243396,0.209477026,0.156123058
,02.02.2004,0.24230046,0.25215067,0.209475708,0.156115952
,03.02.2004,0.241145541,0.251938062,0.209356575,0.156062153
,04.02.2004,0.24054079,0.25165238,0.20917616,0.156007881
,05.02.2004,0.241369517,0.251458161,0.208965107,0.155937417
,06.02.2004,0.242028306,0.251328109,0.208801944,0.155826298
,07.02.2004,0.242143392,0.251133617,0.208652611,0.157470927
,08.02.2004,0.241102793,0.250818807,0.208457056,0.155643977
,09.02.2004,0.239902698,0.25048295,0.208211447,0.155515261
,10.02.2004,0.237116617,0.250190121,0.207954181,0.155375461
,11.02.2004,0.23358871,0.249904979,0.207679741,0.155205302
,12.02.2004,0.228551514,0.24970796,0.207420479,0.155017907
,13.02.2004,0.216903742,0.249368427,0.207122269,0.154779359
,14.02.2004,0.215457672,0.248904007,0.206827744,0.154603072
,15.02.2004,0.218692514,0.248609525,0.206578502,0.154454804
,16.02.2004,0.223790036,0.248477769,0.20643744,0.154359581
,17.02.2004,0.229281063,0.248398895,0.206347465,0.154295366
,18.02.2004,0.23546113,0.248381089,0.206254865,0.154203152
,19.02.2004,0.244338008,0.248668317,0.206231828,0.154155135
,20.02.2004,0.247574438,0.24955656,0.206398691,0.154151705
,21.02.2004,0.251361903,0.250487214,0.206761833,0.154241122
,22.02.2004,0.259846776,0.251120585,0.207147227,0.154415764
,23.02.2004,0.273913886,0.252291965,0.207527332,0.154629205
,24.02.2004,0.277020912,0.257415822,0.208060995,0.154890309
,25.02.2004,0.276950572,0.263438046,0.208622595,0.155196159
,26.02.2004,0.277483018,0.267810013,0.209228038,0.155514832
,27.02.2004,0.277578394,0.271127532,0.210275932,0.155834039
,28.02.2004,0.276591262,0.273226605,0.212552626,0.156202131
,29.02.2004,0.274520923,0.273700796,0.21606703,0.15661184
,01.03.2004,0.272099813,0.273004059,0.219094771,0.15703925
,02.03.2004,0.271956834,0.272460139,0.220642783,0.157534754
,03.03.2004,0.27208452,0.272519747,0.221468324,0.158265576
,04.03.2004,0.272249025,0.272632739,0.222022071,0.159374498
,05.03.2004,0.272504302,0.272879443,0.222461433,0.160742615
,06.03.2004,0.272052547,0.273042523,0.222873246,0.162039106
,07.03.2004,0.272469151,0.273140546,0.223156751,0.163117464
,08.03.2004,0.27468539,0.273762302,0.223485296,0.163994927
,09.03.2004,0.277155091,0.275333713,0.224159049,0.164826586
,10.03.2004,0.278555614,0.277005208,0.225178788,0.165725836
,11.03.2004,0.276036278,0.277408618,0.226147865,0.166637691
,12.03.2004,0.27571246,0.27707021,0.226527748,0.167392672
,13.03.2004,0.277554281,0.277490667,0.226830626,0.16800307
,14.03.2004,0.277399844,0.27826631,0.227389186,0.168577291
,15.03.2004,0.278287311,0.278734694,0.227867157,0.169119066
,16.03.2004,0.277853511,0.279163424,0.22835595,0.169650954
,17.03.2004,0.278207533,0.27944946,0.228762711,0.17012272
,18.03.2004,0.279967063,0.280251501,0.229201346,0.170570416
,19.03.2004,0.280652305,0.281273796,0.22980045,0.171040518
,20.03.2004,0.28197881,0.28230087,0.230522019,0.171582243
,21.03.2004,0.280627972,0.282938934,0.231277015,0.172184207
,22.03.2004,0.280392059,0.28284434,0.231703218,0.17271765
,23.03.2004,0.282011609,0.283511609,0.232060861,0.173186488
,24.03.2004,0.281694817,0.284070172,0.232602374,0.173659899
,25.03.2004,0.282820433,0.284661793,0.233060686,0.174139596
,26.03.2004,0.283696583,0.285693667,0.233648577,0.174637542
,27.03.2004,0.283269412,0.286520314,0.234348161,0.17521501
,28.03.2004,0.279221817,0.285892087,0.234844224,0.17582832
,29.03.2004,0.276170028,0.284036879,0.234705715,0.176299394
,30.03.2004,0.276321289,0.28289086,0.234197749,0.176503561
,31.03.2004,0.277029445,0.282771328,0.233888101,0.176540987
,01.04.2004,0.277981647,0.2832986,0.233944701,0.176609496
,02.04.2004,0.278340297,0.284168148,0.234295392,0.176859644
,03.04.2004,0.275487449,0.284284254,0.234789061,0.177255306
,04.04.2004,0.272106926,0.282515128,0.234760112,0.177623308
,05.04.2004,0.273275002,0.281860482,0.234266964,0.177739606
,06.04.2004,0.273517227,0.28209306,0.234170174,0.177784705
,07.04.2004,0.272753195,0.282530871,0.234323014,0.177926724
,08.04.2004,0.270838694,0.281958104,0.234466588,0.178170908
,09.04.2004,0.269777979,0.281578961,0.234381278,0.178383805
,10.04.2004,0.26488872,0.27980729,0.234192295,0.178557786
,11.04.2004,0.2621616,0.277112099,0.233230441,0.178513665
,12.04.2004,0.26212769,0.27544921,0.231995195,0.178144076
,13.04.2004,0.263965367,0.274996263,0.231020293,0.177637095
,14.04.2004,0.267139885,0.276029205,0.230680784,0.177232318
,15.04.2004,0.268868295,0.277633165,0.231066338,0.177143423
,16.04.2004,0.268825247,0.278874575,0.231771978,0.177356235
,17.04.2004,0.26886227,0.27983444,0.232465581,0.177764827
,18.04.2004,0.26777321,0.280497486,0.233147768,0.178289106
,19.04.2004,0.264773342,0.280234612,0.233707507,0.178884606
,20.04.2004,0.263009348,0.279299919,0.233866473,0.179413963
,21.04.2004,0.260813723,0.278879422,0.233934001,0.179852054
,22.04.2004,0.255982132,0.276846178,0.233848383,0.180231099
,23.04.2004,0.25277902,0.273744158,0.232960282,0.180332669
,24.04.2004,0.252757842,0.271250005,0.231642659,0.180048287
,25.04.2004,0.25455816,0.270421109,0.230611828,0.179616687
,26.04.2004,0.255721892,0.270280943,0.230181767,0.179293407
,27.04.2004,0.255939971,0.270624419,0.230216189,0.17922702
,28.04.2004,0.254099637,0.270841209,0.23059104,0.179394203
,29.04.2004,0.250909435,0.270923691,0.231174689,0.179795147
,30.04.2004,0.245051546,0.268967214,0.231340564,0.180258975
,01.05.2004,0.241824335,0.26530516,0.230335779,0.180371202
,02.05.2004,0.243201994,0.262857441,0.228804937,0.180022433
,03.05.2004,0.244390839,0.262089887,0.227847875,0.179592869
,04.05.2004,0.24445477,0.262036338,0.227648717,0.179434256
,05.05.2004,0.242702632,0.26157294,0.227761895,0.179530458
,06.05.2004,0.240208759,0.260593587,0.22801271,0.17988123
,07.05.2004,0.238107334,0.259621864,0.228379019,0.180362539
,08.05.2004,0.234686837,0.257530074,0.22851655,0.180906708
,09.05.2004,0.231658696,0.254545292,0.228273274,0.181460643
,10.05.2004,0.228974724,0.251735449,0.227741401,0.182046418
,11.05.2004,0.226333926,0.248923091,0.226958662,0.182571558
,12.05.2004,0.221556533,0.246614185,0.226514149,0.183099266
,13.05.2004,0.213027773,0.243278928,0.226348779,0.183552182
,14.05.2004,0.211750554,0.238946116,0.224318378,0.183524986
,15.05.2004,0.2150773,0.237361857,0.221798164,0.182949375
,16.05.2004,0.217160281,0.236611946,0.219723945,0.18232923
,17.05.2004,0.218289426,0.235938073,0.218164835,0.181904289
,18.05.2004,0.218974763,0.235459085,0.217303881,0.181646853
,19.05.2004,0.219814935,0.234332627,0.215874356,0.18131906
,20.05.2004,0.220650478,0.233617253,0.214481533,0.180896878
,21.05.2004,0.220353661,0.232537804,0.213486014,0.180516455
,22.05.2004,0.219502572,0.23221437,0.212954092,0.180267719
,23.05.2004,0.215000031,0.229753776,0.212235857,0.179989115
,24.05.2004,0.215105872,0.227439864,0.210622396,0.179080104
,25.05.2004,0.211131911,0.226448613,0.21036577,0.178998205
,26.05.2004,0.209252955,0.22417324,0.209463324,0.178564456
,27.05.2004,0.212801159,0.223200543,0.207657503,0.176986581
,28.05.2004,0.21386732,0.223355912,0.206602199,0.175780619
,29.05.2004,0.212976918,0.222994961,0.206012867,0.175049121
,30.05.2004,0.207513745,0.220999025,0.205186198,0.174452428
,31.05.2004,0.206517224,0.217953701,0.203362307,0.173429378
,01.06.2004,0.207741591,0.216645698,0.201713515,0.172365496
,02.06.2004,0.208427745,0.216113725,0.200597724,0.171467891
,03.06.2004,0.210269779,0.216215813,0.199739044,0.170709149
,04.06.2004,0.210694077,0.216814085,0.199400007,0.170229528
,05.06.2004,0.209956343,0.216556164,0.199041512,0.169751793
,06.06.2004,0.210681201,0.21671681,0.198616883,0.169327245
,07.06.2004,0.210581431,0.216755477,0.198233534,0.168843803
,08.06.2004,0.211570273,0.21742407,0.198192393,0.168688709
,09.06.2004,0.20996055,0.21849124,0.199006931,0.169483341
,10.06.2004,0.206791168,0.21764544,0.199283032,0.17006387
,11.06.2004,0.205213665,0.21654034,0.198739075,0.170057825
,12.06.2004,0.203395982,0.21559527,0.198305741,0.1701828
,13.06.2004,0.200858598,0.213924983,0.197634155,0.170058721
,14.06.2004,0.203279041,0.213463398,0.196696337,0.169524647
,15.06.2004,0.203773464,0.214003357,0.196476278,0.16923288
,16.06.2004,0.203523253,0.214935066,0.19673994,0.169492989
,17.06.2004,0.197795685,0.213679409,0.19703862,0.170146196
,18.06.2004,0.194503191,0.211264569,0.196302432,0.170390498
,19.06.2004,0.193013471,0.208842766,0.194930729,0.170110125
,20.06.2004,0.198046737,0.207934453,0.193374195,0.169495907
,21.06.2004,0.20122806,0.20889396,0.192619677,0.168897558
,22.06.2004,0.204634253,0.208782755,0.192092433,0.168422926
,23.06.2004,0.214236202,0.21013141,0.191710408,0.168017844
,24.06.2004,0.22311789,0.212851371,0.192154151,0.167842673
,25.06.2004,0.227287205,0.214960235,0.193064825,0.168012706
,26.06.2004,0.229591318,0.216440564,0.193949459,0.1684652
,27.06.2004,0.229240166,0.216982407,0.194628194,0.168975846
,28.06.2004,0.229101071,0.216776976,0.194895398,0.169397079
,29.06.2004,0.231006381,0.21658019,0.194887224,0.169654021
,30.06.2004,0.234441764,0.217857694,0.195066209,0.169809386
,01.07.2004,0.236439745,0.219526216,0.195700102,0.170123651
,02.07.2004,0.238261396,0.221024827,0.196450175,0.170581494
,03.07.2004,0.239554016,0.222527098,0.197247092,0.171130506
,04.07.2004,0.24022522,0.223853243,0.198015618,0.171765431
,05.07.2004,0.239961054,0.224590962,0.198664164,0.172406886
,06.07.2004,0.240254273,0.22513969,0.19911587,0.172959976
,07.07.2004,0.242045536,0.22626738,0.199490607,0.173424287
,08.07.2004,0.244435477,0.2281674,0.200130253,0.173915843
,09.07.2004,0.245602372,0.230309731,0.201101384,0.174552728
,10.07.2004,0.246334538,0.232116896,0.202115507,0.175319275
,11.07.2004,0.246155584,0.233298332,0.203010446,0.176050592
,12.07.2004,0.247403235,0.234736934,0.203820628,0.176833511
,13.07.2004,0.248056715,0.236562394,0.204949317,0.177570149
,14.07.2004,0.247996656,0.238113728,0.206037572,0.178454607
,15.07.2004,0.24769202,0.280135841,0.235652259,0.18042886
,16.07.2004,0.257488682,0.280690208,0.236470179,0.18127957
,17.07.2004,0.253759232,0.2790217,0.236763734,0.182000109
,18.07.2004,0.253441976,0.277933433,0.236471262,0.18237988
,19.07.2004,0.252135122,0.277917587,0.236549673,0.182663476
,20.07.2004,0.251078904,0.27983669,0.236464393,0.182543845
,21.07.2004,0.252009577,0.281028543,0.236262786,0.182530914
,22.07.2004,0.249959964,0.2807104,0.23635742,0.18278872
,23.07.2004,0.244643588,0.278911751,0.235972498,0.182772961
,24.07.2004,0.23985017,0.275355011,0.234627314,0.182268919
,25.07.2004,0.240416411,0.27217183,0.232643039,0.181359216
,26.07.2004,0.243894249,0.271448837,0.231161587,0.180352145
,27.07.2004,0.245516581,0.271900108,0.230580192,0.17961095
,28.07.2004,0.24650931,0.271883756,0.230434781,0.179177096
,29.07.2004,0.247767243,0.272490839,0.230410978,0.178901899
,30.07.2004,0.249737207,0.273081003,0.230541371,0.178756543
,31.07.2004,0.251248628,0.273631983,0.230776316,0.178759236
,01.08.2004,0.252959079,0.274138761,0.231105752,0.178866765
,02.08.2004,0.255502823,0.275010041,0.231542456,0.179070585
,03.08.2004,0.257181105,0.275992569,0.232162221,0.179379209
,04.08.2004,0.258656551,0.276705758,0.232837994,0.179796449
,05.08.2004,0.260100178,0.277395902,0.233479234,0.180263188
,06.08.2004,0.260645091,0.277675288,0.234078708,0.180729625
,07.08.2004,0.261163399,0.27770639,0.234542431,0.181221995
,08.08.2004,0.261474882,0.277475771,0.234911917,0.181629091
,09.08.2004,0.262286728,0.277571389,0.235188025,0.181994808
,10.08.2004,0.262097247,0.27743656,0.235442835,0.182332773
,11.08.2004,0.260093537,0.276770995,0.23551659,0.182598493
,12.08.2004,0.25909732,0.275315514,0.235215624,0.182706656
,13.08.2004,0.25949048,0.274491955,0.234800746,0.182631262
,14.08.2004,0.259788883,0.274234123,0.234607551,0.182533587
,15.08.2004,0.259979689,0.27428224,0.234612203,0.182547989
,16.08.2004,0.259520117,0.274326092,0.234737507,0.182496033
,17.08.2004,0.258548594,0.274564722,0.235002302,0.182656994
,18.08.2004,0.256378847,0.274688392,0.235283995,0.182785234
,19.08.2004,0.251686828,0.273679409,0.235274155,0.182895258
,20.08.2004,0.246772889,0.27085674,0.234553496,0.182729204
,21.08.2004,0.244981705,0.268242275,0.233318658,0.182241031
,22.08.2004,0.245810091,0.267255288,0.232318308,0.181678385
,23.08.2004,0.245082498,0.267546691,0.231901553,0.18109559
,24.08.2004,0.245434761,0.269916982,0.23157804,0.180305085
,25.08.2004,0.245101948,0.271350542,0.231484316,0.179747302
,26.08.2004,0.243563653,0.269890177,0.231835094,0.179781569
,27.08.2004,0.240355038,0.269937469,0.231923618,0.179734271
,28.08.2004,0.236470002,0.267860372,0.231428172,0.179484267
,29.08.2004,0.238011222,0.26641195,0.230328028,0.178983835
,30.08.2004,0.240910394,0.26684831,0.229620305,0.178412335
,31.08.2004,0.242922936,0.268041127,0.22953759,0.178019576
,01.09.2004,0.242518481,0.268499816,0.229737339,0.177889805
,02.09.2004,0.245021153,0.269059474,0.229842464,0.177848618
,03.09.2004,0.247439044,0.270309658,0.230177695,0.177929365
,04.09.2004,0.248762272,0.271619653,0.230770379,0.178164358
,05.09.2004,0.246089249,0.271555176,0.231262331,0.178456464
,06.09.2004,0.24465483,0.270077755,0.23109536,0.178603653
,07.09.2004,0.246341045,0.269481294,0.230587116,0.178485423
,08.09.2004,0.248195165,0.269897808,0.230340307,0.178307665
,09.09.2004,0.249539647,0.270672359,0.230443249,0.178241672
,10.09.2004,0.249903485,0.271349433,0.230697256,0.178297703
,11.09.2004,0.249559141,0.271307625,0.230888097,0.178399838
,12.09.2004,0.250669518,0.271653052,0.230941703,0.178484106
,13.09.2004,0.250715067,0.272046904,0.231090148,0.178581822
,14.09.2004,0.249894943,0.272140043,0.231240651,0.178677391
,15.09.2004,0.246590821,0.271237554,0.231161001,0.178740307
,16.09.2004,0.245490862,0.269823581,0.230593733,0.178565618
,17.09.2004,0.246254465,0.269289475,0.229928292,0.178232219
,18.09.2004,0.247200126,0.269746212,0.229613668,0.177927776
,19.09.2004,0.247734855,0.270626377,0.229687438,0.177763548
,20.09.2004,0.246463774,0.271031968,0.229893747,0.177778458
,21.09.2004,0.243331484,0.27091648,0.230024018,0.177820647
,22.09.2004,0.237341595,0.268238871,0.229459839,0.17758042
,23.09.2004,0.235185873,0.265320224,0.22794401,0.17693844
,24.09.2004,0.237425671,0.263629125,0.226338151,0.176013025
,25.09.2004,0.24003259,0.263988709,0.225378806,0.175141671
,26.09.2004,0.241495722,0.264532019,0.225011392,0.174519688
,27.09.2004,0.242781201,0.265126275,0.224933037,0.174135361
,28.09.2004,0.241802939,0.265120564,0.224962303,0.17391117
,29.09.2004,0.240576613,0.264104813,0.224675448,0.17367871
,30.09.2004,0.241633552,0.263987915,0.224185077,0.173326508
,01.10.2004,0.266545444,0.263657017,0.223724119,0.172827503
,02.10.2004,0.299873009,0.261086002,0.22254772,0.172182396
,03.10.2004,0.313351073,0.260384865,0.221198183,0.171410519
,04.10.2004,0.318823644,0.263394031,0.220383716,0.170663459
,05.10.2004,0.320830694,0.268652049,0.219988808,0.17004592
,06.10.2004,0.321570569,0.272887648,0.219762465,0.169601021
,07.10.2004,0.320181315,0.274873956,0.21955577,0.169248537
,08.10.2004,0.321495472,0.275655553,0.219134028,0.168895684
,09.10.2004,0.321424079,0.276405091,0.218785937,0.168505543
,10.10.2004,0.321234002,0.276789686,0.218511599,0.168153164
,11.10.2004,0.320743644,0.277005,0.218325216,0.167844972
,12.10.2004,0.319541512,0.276932474,0.218155305,0.1675772
,13.10.2004,0.318315929,0.276861752,0.218012779,0.167306223
,14.10.2004,0.314884317,0.275768396,0.217848564,0.167042786
,15.10.2004,0.314097017,0.27490712,0.217478776,0.166724353
,16.10.2004,0.310896814,0.273551844,0.217108607,0.166322861
,17.10.2004,0.310710964,0.272446324,0.216650796,0.165855212
,18.10.2004,0.30972074,0.27199618,0.216491843,0.165330367
,19.10.2004,0.309107551,0.271659826,0.216530472,0.16488232
,20.10.2004,0.308768567,0.27185994,0.216804329,0.164563628
,21.10.2004,0.309018602,0.271956614,0.217132701,0.164273882
,22.10.2004,0.308926353,0.272013317,0.217555606,0.164048006
,23.10.2004,0.306448446,0.271393542,0.217916664,0.16380654
,24.10.2004,0.305903242,0.270354739,0.21795954,0.163555809
,25.10.2004,0.305328827,0.269835452,0.217997566,0.163241307
,26.10.2004,0.304238846,0.26916371,0.218081447,0.162956458
,27.10.2004,0.303732111,0.268552744,0.218018424,0.162602699
,28.10.2004,0.303609979,0.268041439,0.218034901,0.162278257
,29.10.2004,0.304301042,0.268205563,0.218088186,0.16195146
,30.10.2004,0.302370406,0.267902901,0.218311191,0.161707966
,31.10.2004,0.300938966,0.267073187,0.21825349,0.161438929
,01.11.2004,0.298682155,0.266009474,0.218014455,0.161092682
,02.11.2004,0.293806362,0.263833793,0.217479425,0.160621045
,03.11.2004,0.292025,0.261148085,0.216412502,0.159994761
,04.11.2004,0.292817156,0.259944357,0.215328147,0.159184395
,05.11.2004,0.292119019,0.25930066,0.214651922,0.158373749
,06.11.2004,0.293306026,0.259018194,0.21410455,0.157697482
,07.11.2004,0.29421033,0.25942816,0.213893883,0.157107144
,08.11.2004,0.294438503,0.25980585,0.213913253,0.156706368
,09.11.2004,0.294685209,0.260106298,0.214028759,0.156438535
,10.11.2004,0.295425444,0.260700759,0.214278655,0.156336858
