@T,A4C1C2C3C4,,,,
descr,average observed soil water content at probe A4 C1 C2 C3 C4 depths 30cm 60cm 90cm 120cm,,,,
unit,dimensionless,,,,
,,,,,
missing_val,-9999,,,,
date_start,22.10.2002,,,,
date_end,19.09.2012,,,,
date_format,dd.MM.yyyy,,,,
,,,,,
@H,date,swc[0],swc[1],swc[2],swc[3]
name,,Drake,,,
ID,,1,,,
elevation,,1580.4,,,
x,,513568.6,,,
y,,4494995,,,
,04.12.2003,0.254407117,0.229003635,0.180285552,0.154490835
,05.12.2003,0.252561057,0.228212927,0.180021676,0.154369818
,06.12.2003,0.251206902,0.226927425,0.179460114,0.154130582
,07.12.2003,0.252554389,0.226315705,0.178791683,0.153767814
,08.12.2003,0.254054916,0.226779105,0.178469085,0.153416376
,09.12.2003,0.253595866,0.226931672,0.17843684,0.153209939
,10.12.2003,0.252464873,0.226534088,0.178283172,0.153080076
,11.12.2003,0.250945062,0.225651592,0.177938797,0.152919533
,12.12.2003,0.249735121,0.224550049,0.177360434,0.1526664
,13.12.2003,0.248859085,0.223504121,0.176662488,0.152319625
,14.12.2003,0.248448023,0.222660851,0.175958219,0.151891916
,15.12.2003,0.248521383,0.222141166,0.175340691,0.151456969
,16.12.2003,0.248139364,0.221745781,0.174830267,0.151041943
,17.12.2003,0.247606252,0.221178455,0.174356065,0.150668527
,18.12.2003,0.24756088,0.220793314,0.17388607,0.150318179
,19.12.2003,0.247323132,0.220500362,0.173490005,0.14997431
,20.12.2003,0.247209869,0.220185603,0.173134553,0.149670797
,21.12.2003,0.247646479,0.220058257,0.172818549,0.14939894
,22.12.2003,0.248395394,0.220195443,0.172610041,0.149149561
,23.12.2003,0.248009889,0.220269756,0.172524054,0.148979731
,24.12.2003,0.247379408,0.219842687,0.172341799,0.148842285
,25.12.2003,0.247236971,0.219445527,0.172070618,0.148680878
,26.12.2003,0.247146688,0.219161229,0.17179659,0.148492862
,27.12.2003,0.247103505,0.218910929,0.1715343,0.148304097
,28.12.2003,0.246939313,0.218655195,0.171296624,0.148126336
,29.12.2003,0.246570783,0.218324568,0.171028488,0.147941714
,30.12.2003,0.245843881,0.217893594,0.170742905,0.147750221
,31.12.2003,0.245243448,0.217531493,0.170416182,0.147542021
,01.01.2004,0.24496457,0.217280389,0.170114596,0.147326488
,02.01.2004,0.245071949,0.217150122,0.169872073,0.147130519
,03.01.2004,0.245484743,0.217105205,0.169705779,0.146961171
,04.01.2004,0.24585123,0.217085711,0.169581084,0.146820028
,05.01.2004,0.245989051,0.216986294,0.169458362,0.146700624
,06.01.2004,0.245422613,0.216718797,0.169309718,0.146591489
,07.01.2004,0.243390312,0.216338809,0.169097508,0.146454183
,08.01.2004,0.241264884,0.215976637,0.168813822,0.146298889
,09.01.2004,0.240911309,0.215750881,0.168543606,0.146133739
,10.01.2004,0.241765065,0.215643406,0.168328451,0.145970371
,11.01.2004,0.242892348,0.215595802,0.168168373,0.145835757
,12.01.2004,0.243785082,0.215569835,0.168052928,0.145730298
,13.01.2004,0.244476994,0.215597114,0.167972997,0.145638361
,14.01.2004,0.245015891,0.21562098,0.16790165,0.145565683
,15.01.2004,0.245725379,0.215727687,0.16786391,0.145516536
,16.01.2004,0.246949471,0.216015863,0.167871774,0.145491528
,17.01.2004,0.248064795,0.216576845,0.167998158,0.145506675
,18.01.2004,0.248037572,0.216988651,0.1682106,0.145585522
,19.01.2004,0.247155037,0.216789196,0.168322048,0.14569751
,20.01.2004,0.246869862,0.216410913,0.168233704,0.145763579
,21.01.2004,0.246920798,0.216221025,0.168103961,0.145756678
,22.01.2004,0.246777838,0.216056164,0.167983154,0.145723554
,23.01.2004,0.246592553,0.215831914,0.167835825,0.145683081
,24.01.2004,0.247022036,0.215754147,0.167682272,0.145629673
,25.01.2004,0.247435541,0.215933003,0.167634425,0.145577462
,26.01.2004,0.246916361,0.215856818,0.167622708,0.145565559
,27.01.2004,0.246349228,0.215531676,0.167529295,0.145548717
,28.01.2004,0.245909036,0.215185698,0.167324392,0.145496416
,29.01.2004,0.245812151,0.214965033,0.167119845,0.145412141
,30.01.2004,0.245861616,0.214864557,0.16694955,0.145314142
,31.01.2004,0.246132599,0.214879334,0.166838735,0.14524014
,01.02.2004,0.246286229,0.21492173,0.166771824,0.145181069
,02.02.2004,0.246301634,0.214916308,0.16672917,0.145141485
,03.02.2004,0.246212683,0.214822357,0.166670261,0.145111739
,04.02.2004,0.246091344,0.214689573,0.16657522,0.145081181
,05.02.2004,0.246071893,0.21458206,0.16646951,0.145035966
,06.02.2004,0.246019781,0.214484141,0.166368159,0.14498843
,07.02.2004,0.245779113,0.21435261,0.166274893,0.144936598
,08.02.2004,0.244841466,0.214142934,0.166151254,0.144880748
,09.02.2004,0.242730993,0.213888738,0.165989936,0.144804836
,10.02.2004,0.23837441,0.213644553,0.16578433,0.152551457
,11.02.2004,0.233407872,0.213389919,0.165593289,0.14458897
,12.02.2004,0.226001101,0.213093199,0.165367685,0.14445146
,13.02.2004,0.213987093,0.212685701,0.165098413,0.144270004
,14.02.2004,0.212174405,0.212359433,0.16484075,0.144133412
,15.02.2004,0.213947044,0.212217625,0.164590484,0.14400979
,16.02.2004,0.216833495,0.212176587,0.16439661,0.143903335
,17.02.2004,0.219985579,0.212174774,0.164273774,0.143814346
,18.02.2004,0.222822252,0.21217385,0.16418109,0.143738265
,19.02.2004,0.227219317,0.212170815,0.164122032,0.143693159
,20.02.2004,0.233460282,0.212202002,0.164071842,0.143663609
,21.02.2004,0.240828408,0.212352439,0.164048227,0.143646388
,22.02.2004,0.244835573,0.212675569,0.164098497,0.143643261
,23.02.2004,0.247560957,0.213607717,0.164300129,0.143684246
,24.02.2004,0.248875026,0.214953164,0.16477147,0.143832732
,25.02.2004,0.249261781,0.226583885,0.165338691,0.144125195
,26.02.2004,0.250662777,0.216737945,0.165856404,0.144467684
,27.02.2004,0.251618276,0.217743467,0.166461348,0.144854307
,28.02.2004,0.252052245,0.21870301,0.167089814,0.145303245
,29.02.2004,0.25100963,0.219066368,0.167627263,0.14577892
,01.03.2004,0.249399792,0.218667841,0.167883307,0.146188281
,02.03.2004,0.249710414,0.218401743,0.167866922,0.146453099
,03.03.2004,0.250283085,0.21867048,0.167914515,0.146619124
,04.03.2004,0.250742133,0.219001617,0.168070904,0.146796479
,05.03.2004,0.251195635,0.219408544,0.168290859,0.147006416
,06.03.2004,0.250898538,0.219685032,0.168527638,0.147235768
,07.03.2004,0.251266458,0.21986575,0.168709846,0.147467854
,08.03.2004,0.253117664,0.220462857,0.168922072,0.14768659
,09.03.2004,0.255394216,0.221860833,0.169404318,0.147962385
,10.03.2004,0.256989994,0.223427642,0.170177984,0.14839514
,11.03.2004,0.255105038,0.224136085,0.171019851,0.148969148
,12.03.2004,0.254631027,0.224015967,0.171442446,0.149515742
,13.03.2004,0.255836928,0.224387623,0.171724976,0.149947594
,14.03.2004,0.255686753,0.225141599,0.172185251,0.15035799
,15.03.2004,0.256296541,0.225621854,0.172638818,0.150804446
,16.03.2004,0.255766362,0.226124759,0.173097416,0.151258675
,17.03.2004,0.25564949,0.22639749,0.173478039,0.151709492
,18.03.2004,0.256758684,0.227045083,0.173885137,0.152158055
,19.03.2004,0.256987888,0.227902581,0.17444191,0.152629179
,20.03.2004,0.257681398,0.228736542,0.175079124,0.153171427
,21.03.2004,0.25647797,0.22939542,0.17578519,0.153763856
,22.03.2004,0.255408836,0.229297283,0.176263064,0.154346812
,23.03.2004,0.256084886,0.229669402,0.176621413,0.154864147
,24.03.2004,0.255141882,0.230034624,0.177113045,0.155383652
,25.03.2004,0.255087141,0.230268606,0.177523818,0.155884163
,26.03.2004,0.255030642,0.230807721,0.177992324,0.156383117
,27.03.2004,0.253960701,0.231272739,0.178593295,0.156955674
,28.03.2004,0.249809763,0.230685489,0.179090074,0.157588649
,29.03.2004,0.245995239,0.22890468,0.179010807,0.15807345
,30.03.2004,0.244759319,0.227269018,0.178442405,0.158243827
,31.03.2004,0.24421867,0.226419168,0.177903225,0.158218199
,01.04.2004,0.243962311,0.226037781,0.177546605,0.158204515
,02.04.2004,0.24373455,0.226025946,0.17749836,0.158312562
,03.04.2004,0.241574832,0.226189693,0.178040546,0.158697325
,04.04.2004,0.238116535,0.224531433,0.177805428,0.159057646
,05.04.2004,0.238454561,0.222896301,0.176917087,0.158629073
,06.04.2004,0.238067557,0.222053169,0.176251151,0.158942715
,07.04.2004,0.237622556,0.221694068,0.175901333,0.158928882
,08.04.2004,0.235598127,0.220831062,0.175729176,0.159040074
,09.04.2004,0.234902633,0.22048284,0.175696712,0.159249889
,10.04.2004,0.23065936,0.21951216,0.175750352,0.159518601
,11.04.2004,0.227526227,0.216939065,0.174823076,0.159454036
,12.04.2004,0.22700325,0.214851065,0.173482201,0.159061785
,13.04.2004,0.228297175,0.213535884,0.172108727,0.158444787
,14.04.2004,0.230856927,0.213059669,0.170870357,0.157710384
,15.04.2004,0.2322223,0.213097582,0.170057059,0.157126189
,16.04.2004,0.232064976,0.212833261,0.169506733,0.156798132
,17.04.2004,0.23211717,0.212493702,0.169080156,0.156663355
,18.04.2004,0.23121277,0.212006231,0.168645777,0.156625376
,19.04.2004,0.228375641,0.211011906,0.168318618,0.156712496
,20.04.2004,0.226527837,0.209311712,0.167469178,0.15671036
,21.04.2004,0.224726955,0.20867019,0.16724169,0.156863847
,22.04.2004,0.220186742,0.207638145,0.167573208,0.157290705
,23.04.2004,0.216783314,0.205137315,0.166703603,0.157329651
,24.04.2004,0.216309023,0.202635304,0.164980534,0.15685852
,25.04.2004,0.217962752,0.201379299,0.163212026,0.156115562
,26.04.2004,0.21943237,0.200636202,0.161574464,0.155297393
,27.04.2004,0.220509938,0.199936894,0.1600042,0.154540688
,28.04.2004,0.220216558,0.199122549,0.158699612,0.153926655
,29.04.2004,0.218280128,0.199168679,0.158910003,0.154017906
,30.04.2004,0.212952086,0.198237866,0.159650724,0.154566589
,01.05.2004,0.209377738,0.195374491,0.15881717,0.154564717
,02.05.2004,0.210903118,0.192959661,0.156714263,0.153787678
,03.05.2004,0.213255393,0.191797149,0.154575471,0.152677648
,04.05.2004,0.214930952,0.191416466,0.152988853,0.151731737
,05.05.2004,0.215512322,0.190927035,0.151630374,0.151026225
,06.05.2004,0.21580677,0.190285043,0.150221041,0.150445266
,07.05.2004,0.216012225,0.190013388,0.149319968,0.150179226
,08.05.2004,0.214958992,0.189354582,0.148435765,0.15004032
,09.05.2004,0.213736378,0.188162275,0.14746653,0.149991964
,10.05.2004,0.212165151,0.186816213,0.146621525,0.150038495
,11.05.2004,0.210746403,0.185462853,0.145846817,0.150155159
,12.05.2004,0.207251983,0.18431484,0.145617732,0.150473864
,13.05.2004,0.199529856,0.182182654,0.146025334,0.15120414
,14.05.2004,0.197014004,0.179015307,0.145331683,0.151519827
,15.05.2004,0.199733803,0.178151547,0.144143159,0.151286025
,16.05.2004,0.201682782,0.178325903,0.143177185,0.150808821
,17.05.2004,0.203066326,0.178560823,0.142443105,0.15036692
,18.05.2004,0.204188392,0.178839836,0.142046595,0.150119575
,19.05.2004,0.20529413,0.178799828,0.141429751,0.149861319
,20.05.2004,0.206679732,0.178973126,0.140668292,0.149513529
,21.05.2004,0.206686176,0.178733459,0.140078144,0.14928896
,22.05.2004,0.206791252,0.178923721,0.139746013,0.149179234
,23.05.2004,0.202538953,0.177541539,0.139342522,0.149173021
,24.05.2004,0.202434975,0.17587527,0.138031554,0.148797664
,25.05.2004,0.199179011,0.17519731,0.137779894,0.148850548
,26.05.2004,0.196815536,0.173556183,0.137516937,0.149036546
,27.05.2004,0.199707226,0.172950405,0.136426651,0.148661559
,28.05.2004,0.200874311,0.173364594,0.135615366,0.148093465
,29.05.2004,0.20008292,0.179200655,0.135092642,0.147625379
,30.05.2004,0.195012067,0.171951046,0.134542688,0.147279602
,31.05.2004,0.193671937,0.169646352,0.133127606,0.146580802
,01.06.2004,0.194766417,0.168668009,0.131692837,0.145674568
,02.06.2004,0.195239122,0.168328563,0.130639837,0.14479606
,03.06.2004,0.196977309,0.168428086,0.129759289,0.143990092
,04.06.2004,0.197547742,0.168943441,0.129266523,0.1433646
,05.06.2004,0.196698812,0.168745825,0.128812902,0.142846896
,06.06.2004,0.197991283,0.168903253,0.128338036,0.142439478
,07.06.2004,0.198299211,0.169130243,0.12800279,0.142066913
,08.06.2004,0.199739147,0.169720041,0.127910218,0.141869817
,09.06.2004,0.198944349,0.170655376,0.128438508,0.142155361
,10.06.2004,0.195840717,0.170089613,0.12883772,0.142574739
,11.06.2004,0.194584859,0.169140049,0.128526628,0.142540953
,12.06.2004,0.192944223,0.168302771,0.128180168,0.142391655
,13.06.2004,0.190396764,0.166958468,0.127758459,0.142246933
,14.06.2004,0.192698811,0.166423373,0.127048169,0.141766921
,15.06.2004,0.193506447,0.166875836,0.126765551,0.141393517
,16.06.2004,0.193897498,0.167606017,0.126873982,0.141313984
,17.06.2004,0.188317122,0.160482585,0.127260525,0.141727434
,18.06.2004,0.183699957,0.164701103,0.126986461,0.142031768
,19.06.2004,0.179361128,0.162125297,0.126142055,0.141991202
,20.06.2004,0.181375858,0.160520964,0.125036515,0.141609768
,21.06.2004,0.182468811,0.160721302,0.124406363,0.141138805
,22.06.2004,0.182607565,0.160232236,0.124098349,0.140771766
,23.06.2004,0.188275292,0.161008351,0.123795709,0.14042005
,24.06.2004,0.193565067,0.163208655,0.124064081,0.140243702
,25.06.2004,0.196129073,0.165181654,0.124898818,0.140392493
,26.06.2004,0.19791347,0.166541386,0.125760778,0.140784311
,27.06.2004,0.197148468,0.16699386,0.126478706,0.141281557
,28.06.2004,0.196583076,0.166676243,0.126834835,0.14172895
,29.06.2004,0.198114178,0.16626681,0.126921926,0.142036547
,30.06.2004,0.201950289,0.167113498,0.127068316,0.142229355
,01.07.2004,0.204626768,0.168394055,0.127563186,0.142499965
,02.07.2004,0.207285153,0.169531366,0.128198834,0.142900054
,03.07.2004,0.209674819,0.170648987,0.12887376,0.143381586
,04.07.2004,0.211543834,0.171623051,0.129588851,0.143933128
,05.07.2004,0.212181805,0.172071676,0.130239349,0.144514124
,06.07.2004,0.21318452,0.172241272,0.13070434,0.145065206
,07.07.2004,0.216403163,0.17277407,0.131078727,0.145541277
,08.07.2004,0.220469183,0.174154896,0.131663922,0.14600046
,09.07.2004,0.223106769,0.175823131,0.132563362,0.146580826
,10.07.2004,0.225031289,0.177227803,0.133548021,0.147296664
,11.07.2004,0.22572151,0.178123642,0.134469218,0.148070018
,12.07.2004,0.227876073,0.179159779,0.135274016,0.148843671
,13.07.2004,0.229552709,0.18059664,0.136184669,0.149609338
,14.07.2004,0.230361617,0.181787467,0.137179341,0.150434059
,15.07.2004,0.230780866,0.182717726,0.138086972,0.151272086
,16.07.2004,0.228864442,0.183123336,0.138899304,0.152081806
,17.07.2004,0.224884082,0.181733902,0.139276615,0.152808363
,18.07.2004,0.2251345,0.180892007,0.139093038,0.153241286
,19.07.2004,0.225335601,0.181209391,0.139080589,0.153482381
,20.07.2004,0.220243539,0.180298071,0.138996376,0.153822328
,21.07.2004,0.217872754,0.179451595,0.138778242,0.154100719
,22.07.2004,0.216134687,0.179156652,0.138777323,0.154265937
,23.07.2004,0.210419942,0.177413704,0.138656798,0.154306733
,24.07.2004,0.204503593,0.174038052,0.137837781,0.154176947
,25.07.2004,0.204002353,0.171217999,0.136389794,0.153680622
,26.07.2004,0.207056859,0.170634902,0.135193915,0.152928476
,27.07.2004,0.20865133,0.171009835,0.134641934,0.152289855
,28.07.2004,0.209680229,0.171045226,0.134405892,0.151886433
,29.07.2004,0.211467408,0.171382807,0.134276234,0.151619634
,30.07.2004,0.213492387,0.171826773,0.134271291,0.151463054
,31.07.2004,0.215087485,0.172333084,0.134375551,0.151419748
,01.08.2004,0.216909319,0.172868218,0.134560427,0.151465695
,02.08.2004,0.219714493,0.173783322,0.134838656,0.151573131
,03.08.2004,0.221505772,0.174795593,0.13535181,0.151804037
,04.08.2004,0.222963126,0.175584893,0.135889761,0.152132217
,05.08.2004,0.224257112,0.176344667,0.136392166,0.152499257
,06.08.2004,0.224391941,0.176646557,0.136864433,0.152895864
,07.08.2004,0.224534041,0.176782428,0.137197176,0.153256837
,08.08.2004,0.224466443,0.176635038,0.137423002,0.153550933
,09.08.2004,0.225129143,0.176805435,0.137633832,0.153783399
,10.08.2004,0.224536094,0.176720875,0.137847543,0.154007039
,11.08.2004,0.22201244,0.176045572,0.137892721,0.154195435
,12.08.2004,0.220560828,0.174837818,0.137619894,0.154238241
,13.08.2004,0.220600535,0.174111732,0.137203904,0.154112959
,14.08.2004,0.221026737,0.173923061,0.136902105,0.153902674
,15.08.2004,0.221515189,0.174135518,0.136763172,0.153720288
,16.08.2004,0.221616384,0.174489735,0.136772475,0.153575568
,17.08.2004,0.221559772,0.174963103,0.136879816,0.15351149
,18.08.2004,0.220245681,0.175142941,0.137018012,0.153569928
,19.08.2004,0.215489936,0.17401305,0.137014552,0.153696752
,20.08.2004,0.210808737,0.171381121,0.136411891,0.153619225
,21.08.2004,0.209729634,0.169268692,0.135306673,0.153155987
,22.08.2004,0.211389236,0.168662505,0.134335334,0.152462831
,23.08.2004,0.211854631,0.168930811,0.133823185,0.151843186
,24.08.2004,0.213150673,0.168969513,0.133407271,0.151300535
,25.08.2004,0.209727139,0.173329775,0.135456576,0.155740013
,26.08.2004,0.178432206,0.172455259,0.135593191,0.14897178
,27.08.2004,0.206522952,0.168825135,0.133094439,0.150892415
,28.08.2004,0.201949371,0.166661836,0.132748675,0.150763648
,29.08.2004,0.203273235,0.165279382,0.131902673,0.150405404
,30.08.2004,0.206319331,0.165617914,0.131332093,0.149918244
,31.08.2004,0.208646837,0.166670885,0.131237343,0.149562484
,01.09.2004,0.208187778,0.1670839,0.131398788,0.149419315
,02.09.2004,0.210747979,0.167568935,0.131457188,0.149371739
,03.09.2004,0.213104746,0.168643188,0.131682113,0.149383819
,04.09.2004,0.214145985,0.169715281,0.132094715,0.149517905
,05.09.2004,0.210458715,0.169461052,0.132481541,0.149758917
,06.09.2004,0.20789355,0.167905391,0.132363942,0.149905011
,07.09.2004,0.209151384,0.167276685,0.131896517,0.14981716
,08.09.2004,0.211006696,0.167583991,0.13164693,0.149628142
,09.09.2004,0.21230605,0.168264905,0.131672595,0.149514452
,10.09.2004,0.212450333,0.168843557,0.131891618,0.149518871
,11.09.2004,0.211578845,0.168704342,0.132037704,0.149595663
,12.09.2004,0.212680992,0.168836604,0.132025838,0.149626123
,13.09.2004,0.212717559,0.169106264,0.132123012,0.149665892
,14.09.2004,0.211869343,0.16916869,0.132233656,0.149746113
,15.09.2004,0.207848207,0.168280825,0.132216585,0.149801622
,16.09.2004,0.206208387,0.166727333,0.131761552,0.14971649
,17.09.2004,0.207323909,0.166105023,0.131191709,0.149447127
,18.09.2004,0.209003028,0.166498224,0.130885215,0.149148227
,19.09.2004,0.210280157,0.167276308,0.130892903,0.148954578
,20.09.2004,0.209405861,0.167609086,0.131057656,0.148922525
,21.09.2004,0.205854794,0.167367055,0.131145586,0.148957685
,22.09.2004,0.198349055,0.164531085,0.130861872,0.148919786
,23.09.2004,0.195109213,0.161645347,0.129734845,0.148529523
,24.09.2004,0.196859942,0.15999234,0.128445821,0.147804667
,25.09.2004,0.199283931,0.160254781,0.127673207,0.147048723
,26.09.2004,0.200448413,0.160921017,0.127357989,0.146470662
,27.09.2004,0.201490564,0.161572552,0.127231436,0.146094234
,28.09.2004,0.199999835,0.161533299,0.127183516,0.145841801
,29.09.2004,0.198323525,0.160564939,0.126952323,0.145641927
,30.09.2004,0.199134129,0.160365274,0.126570776,0.145354241
,01.10.2004,0.200494219,0.159454582,0.126352186,0.145104816
,02.10.2004,0.215646902,0.157080269,0.125536377,0.144707576
,03.10.2004,0.228880698,0.155960345,0.124441305,0.144054783
,04.10.2004,0.236664634,0.156063519,0.123747846,0.143362116
,05.10.2004,0.24215842,0.156469781,0.123390406,0.142828291
,06.10.2004,0.245726109,0.157143598,0.123261223,0.142482028
,07.10.2004,0.243658359,0.156668599,0.123051138,0.142159743
,08.10.2004,0.246334078,0.158846751,0.122613135,0.141822233
,09.10.2004,0.262616313,0.158770669,0.123930094,0.145369233
,10.10.2004,0.263348193,0.158660779,0.12366158,0.145033946
,11.10.2004,0.263596988,0.158564313,0.123427059,0.144730356
,12.10.2004,0.262893135,0.164601486,0.123652761,0.144424753
,13.10.2004,0.261550162,0.164435024,0.123392694,0.143906554
,14.10.2004,0.257918663,0.163328099,0.123143064,0.143645232
,15.10.2004,0.257171842,0.162600614,0.122622935,0.143275502
,16.10.2004,0.253667481,0.161430037,0.122184518,0.135452524
,17.10.2004,0.25298485,0.160585173,0.121559283,0.142413248
,18.10.2004,0.251552305,0.16042276,0.12112492,0.134553782
,19.10.2004,0.250301653,0.160395679,0.120868794,0.134170097
,20.10.2004,0.249718831,0.160697195,0.120647868,0.141242949
,21.10.2004,0.260550802,0.123260721,0.121994056,0.135130886
,22.10.2004,0.260339414,0.123452023,0.121878813,0.134903182
,23.10.2004,0.257259369,0.122963255,0.121802056,0.13472962
,24.10.2004,0.256933946,0.122273718,0.121401476,0.13449765
,25.10.2004,0.256457518,0.122180832,0.121093064,0.134179363
,26.10.2004,0.244822025,0.136471574,0.122674337,0.153146924
,27.10.2004,0.228737523,0.154417431,0.121708462,0.149615333
