@T,Climate,,,,,,,,,
descr,wind speed,,,,,,,,,
unit,m/s,,,,,,,,,
missing_val,-9999,,,,,,,,,
date_start,01.01.1990,,,,,,,,,
date_end,30.06.2012,,,,,,,,,
date_format,dd.MM.yyyy,,,,,,,,,
,,,,,,,,,,
@H,date,wndspd[1],wndspd[2],wndspd[3],wndspd[4],wndspd[5],wndspd[6],wndspd[7],wndspd[8],wndspd[9]
,02.11.2010,2.111111111,1.561111111,1.96666824,1.669444444,1.547222222,1.786111111,1.73,1.563888889,1.711111111
,03.11.2010,1.433333333,1.211111111,1.1805565,1.027777778,1.113888889,1.072222222,0.94,1.141666667,1.1
,04.11.2010,2.602777778,1.952777778,2.1111128,1.591666667,2.283333333,2.133333333,1.82,2.636111111,1.913888889
,05.11.2010,3.597222222,2.741666667,3.4444472,2.261111111,3.269444444,3.25,2.87,3.630555556,2.530555556
,06.11.2010,2.002777778,1.719444444,1.62777908,1.530555556,1.686111111,1.727777778,1.77,1.925,1.766666667
,07.11.2010,3.011111111,2.352777778,2.10833502,2.047222222,1.733333333,2.2,1.91,2.625,2.116666667
,08.11.2010,1.208333333,0.875,0.66388942,0.591666667,0.869444444,0.783333333,0.63,0.766666667,0.905555556
,09.11.2010,2.344444444,1.677777778,1.64444576,1.786111111,1.522222222,1.561111111,1.69,1.419444444,-9999
,10.11.2010,-9999,2.444444444,3.05278022,2.85,2.041666667,2.513888889,2.45,2.272222222,3.002777778
,11.11.2010,2.036111111,1.761111111,1.91111264,1.641666667,1.497222222,1.705555556,1.48,1.341666667,2.083333333
,12.11.2010,1.9,1.308333333,1.06666752,1.347222222,1.166666667,1.044444444,1.13,0.869444444,1.275
,13.11.2010,3.808333333,3.038888889,2.95555792,2.952777778,2.775,2.519444444,2.91,2.911111111,2.827777778
,14.11.2010,5.383333333,4.122222222,4.68889264,3.683333333,4.086111111,3.538888889,4.24,4.463888889,2.033333333
,15.11.2010,2.938888889,2.516666667,2.35277966,2.163888889,2.080555556,2.247222222,1.98,2.388888889,2.011111111
,16.11.2010,3.172222222,2.577777778,2.8194467,2.45,2.508333333,2.675,2.71,2.825,2.425
,17.11.2010,3.763888889,3.558333333,3.07778024,2.544444444,3.311111111,2.247222222,3.27,3.047222222,2.322222222
,18.11.2010,2.925,2.733333333,2.45555752,2.027777778,2.508333333,2.113888889,2.47,2.730555556,2.508333333
,19.11.2010,3.352777778,2.772222222,2.70277994,2.291666667,2.102777778,2.741666667,2.41,2.772222222,2.405555556
,20.11.2010,2.327777778,2.022222222,1.9166682,1.758333333,1.830555556,1.713888889,1.59,1.597222222,1.397222222
,21.11.2010,4.741666667,4.216666667,4.18611446,3.902777778,3.077777778,4.013888889,3.76,3.975,4.386111111
,22.11.2010,5.219444444,5.311111111,5.11667076,4.463888889,3.705555556,5.261111111,4.31,5.241666667,4.369444444
,23.11.2010,5.65,5.083333333,3.99722542,3.777777778,4.852777778,3.138888889,4.64,4.483333333,4.294444444
,24.11.2010,4.863888889,3.35,3.71666964,3.558333333,2.691666667,3.908333333,3.49,3.177777778,-9999
,25.11.2010,4.505555556,3.883333333,3.46944722,3.313888889,3.102777778,3.197222222,3.4,3.469444444,4.272222222
,26.11.2010,7.5,5.511111111,6.40000512,4.738888889,5.963888889,4.177777778,6,6.125,3.058333333
,27.11.2010,4.275,3.833333333,3.5138917,2.902777778,3.9,2.516666667,3.41,3.197222222,3.313888889
,28.11.2010,2.683333333,1.719444444,1.49444564,1.394444444,1.377777778,1.544444444,1.42,1.569444444,1.925
,29.11.2010,3.825,2.9,2.65000212,2.680555556,2.391666667,2.663888889,3.01,2.7,3.483333333
,30.11.2010,6.186111111,5.311111111,5.5277822,4.563888889,5.097222222,4.011111111,5.2,4.802777778,3.441666667
,01.12.2010,6.772222222,4.936111111,5.85278246,4.305555556,5.352777778,3.680555556,4.89,5.425,2.236111111
,02.12.2010,4.222222222,3.302777778,3.85278086,3.041666667,3.127777778,3.108333333,3.2,3.108333333,1.455555556
,03.12.2010,1.480555556,1.319444444,1.30277882,0.941666667,1.247222222,1.063888889,0.8,1.077777778,1.05
,04.12.2010,2.555555556,1.808333333,2.40833526,1.777777778,2.188888889,2.402777778,2.05,2.469444444,2.019444444
,05.12.2010,4.641666667,4.155555556,3.37778048,3.013888889,3.897222222,2.677777778,3.51,3.933333333,3.872222222
,06.12.2010,5.722222222,4.527777778,3.85000308,3.502777778,4.852777778,3.016666667,5.06,4.394444444,3.311111111
,07.12.2010,4.441666667,4.25,3.16389142,3.036111111,3.55,2.463888889,3.75,3.5,3.441666667
,08.12.2010,3.622222222,2.975,2.60000208,2.391666667,3.116666667,1.955555556,2.94,2.972222222,2.041666667
,09.12.2010,2.502777778,2.241666667,1.59444572,1.738888889,2.341666667,1.427777778,2.14,1.675,2.377777778
,10.12.2010,4.288888889,3.563888889,3.60000288,3.308333333,2.683333333,3.191666667,3.31,3.45,2.211111111
,11.12.2010,3.927777778,2.65,2.49166866,2.5,1.666666667,2.502777778,2.68,-9999,2.913888889
,12.12.2010,5.638888889,5.275,4.6527815,3.830555556,4.969444444,4.608333333,4.75,5.386111111,4.35
,13.12.2010,6.494444444,6.094444444,5.83056022,4.233333333,5.4,5.836111111,4.63,6.636111111,4.844444444
,14.12.2010,3.544444444,3.091666667,2.7500022,2.25,2.888888889,2.180555556,2.57,2.9,2.677777778
,15.12.2010,1.616666667,1.497222222,1.45277894,1.072222222,1.4,1.080555556,1.4,1.305555556,1.177777778
,16.12.2010,1.725,1.377777778,1.00833414,0.986111111,1.113888889,1.005555556,1.23,1.391666667,1.094444444
,17.12.2010,4.525,3.277777778,3.39722494,2.872222222,3.416666667,2.672222222,3.6,3.491666667,1.852777778
,18.12.2010,4.225,3.013888889,3.1527803,2.838888889,3.147222222,2.408333333,3.36,3.069444444,1.252777778
,19.12.2010,2.211111111,1.744444444,1.5833346,1.436111111,1.597222222,1.405555556,1.58,1.630555556,1.122222222
,20.12.2010,1.75,1.222222222,1.10277866,1.233333333,0.986111111,1.252777778,1.08,1.125,1.630555556
,21.12.2010,4.202777778,2.519444444,3.32500266,2.947222222,2.030555556,-9999,2.73,2.308333333,3.3
,22.12.2010,5.830555556,3.044444444,2.78611334,2.191666667,-9999,2.616666667,2.4,2.547222222,-9999
,23.12.2010,3.672222222,3.316666667,3.35000268,2.375,2.983333333,3.119444444,2.59,3.15,3.033333333
,24.12.2010,1.327777778,1.1,1.08888976,0.922222222,1.072222222,1.094444444,0.79,0.944444444,1.019444444
,25.12.2010,3.291666667,1.819444444,2.89444676,2.041666667,2.911111111,2.819444444,2.18,2.963888889,2.025
,26.12.2010,5.016666667,2.736111111,4.53333696,3.255555556,4.85,4.425,3.69,4.8,3.2
,27.12.2010,3.95,3.002777778,3.0277802,2.238888889,2.886111111,2.508333333,2.61,3.336111111,2.338888889
,28.12.2010,5.236111111,4.102777778,4.46667024,3.683333333,3.777777778,3.694444444,4.02,3.602777778,1.35
,29.12.2010,2.658333333,2.455555556,1.96944602,1.875,-9999,1.647222222,2.21,2.033333333,2.216666667
,30.12.2010,3.436111111,3.486111111,2.9027801,2.563888889,2.763888889,1.972222222,2.88,2.494444444,3.3
,31.12.2010,3.105555556,3.327777778,2.69722438,2.633333333,2.797222222,2.102777778,2.95,3.383333333,3.772222222
,01.01.2011,6.4,4.838888889,5.27500422,4.283333333,5.236111111,3.786111111,5.38,5.322222222,3.155555556
,02.01.2011,4.941666667,3.552777778,4.00833654,2.902777778,3.747222222,2.897222222,3.67,3.644444444,1.947222222
,03.01.2011,4.272222222,3.347222222,3.44166942,3.072222222,2.466666667,3.602777778,3.3,3.305555556,1.844444444
,04.01.2011,4.730555556,3.902777778,3.6527807,3.216666667,3.630555556,3.030555556,4.21,3.711111111,2.758333333
,05.01.2011,1.536111111,1.369444444,1.15833426,0.936111111,1.172222222,1.063888889,1,1.144444444,0.95
,06.01.2011,4.627777778,3.852777778,3.40555828,3.047222222,3.716666667,2.65,3.53,3.633333333,3.283333333
,07.01.2011,3.786111111,3,3.02222464,2.366666667,2.925,2.152777778,2.93,2.888888889,1.65
,08.01.2011,2.822222222,2.241666667,1.74444584,1.85,2.094444444,1.405555556,2.37,2.291666667,2.208333333
,09.01.2011,2.036111111,1.275,1.19166762,1.341666667,1.322222222,0.902777778,1.12,1.083333333,1.505555556
,10.01.2011,1.744444444,1.575,1.63055686,1.627777778,1.413888889,1.675,1.48,1.547222222,1.730555556
,11.01.2011,2.641666667,2.908333333,3.05278022,2.569444444,2.641666667,2.713888889,2.75,3.141666667,2.816666667
,12.01.2011,4.502777778,3.794444444,3.6944474,2.772222222,3.577777778,3.280555556,3.32,3.644444444,3.605555556
,13.01.2011,2.763888889,2.155555556,2.4166686,1.958333333,1.980555556,1.888888889,2.2,2.225,1.152777778
,14.01.2011,2.202777778,1.888888889,1.74444584,1.561111111,1.588888889,1.427777778,1.68,1.841666667,1.883333333
,15.01.2011,5.791666667,4.8,4.09444772,4.061111111,4.244444444,3.636111111,4.57,4.45,3.766666667
,16.01.2011,2.061111111,1.522222222,1.44722338,1.302777778,1.380555556,1.352777778,1.07,1.152777778,1.591666667
,17.01.2011,4.027777778,3.066666667,2.87222452,2.625,1.85,2.477777778,2.74,2.327777778,3.591666667
,18.01.2011,2.980555556,2.427777778,2.76111332,2.069444444,2.638888889,2.411111111,2.48,2.933333333,3.327777778
,19.01.2011,3.855555556,2.944444444,2.75833554,2.297222222,3.719444444,2.797222222,2.86,2.986111111,2.65
,20.01.2011,3.327777778,2.555555556,2.50833534,2.05,2.605555556,1.791666667,2.49,2.555555556,1.636111111
,21.01.2011,4.908333333,4.225,3.61944734,3.133333333,4.169444444,2.647222222,4.16,3.755555556,2.847222222
,22.01.2011,3.713888889,3.05,3.00278018,2.647222222,2.777777778,2.444444444,2.63,3.108333333,2.030555556
,23.01.2011,2.280555556,1.536111111,1.63333464,1.413888889,1.583333333,1.405555556,1.3,1.494444444,1.683333333
,24.01.2011,4.691666667,3.127777778,2.66389102,2.919444444,2.336111111,3.225,3.08,3.008333333,3.369444444
,25.01.2011,1.044444444,2.266666667,-9999,1.894444444,2.255555556,0.972222222,2.14,2.025,1.802777778
,26.01.2011,2.811111111,2.244444444,-9999,1.755555556,2.291666667,2.097222222,1.96,2.352777778,2.202777778
,27.01.2011,3.786111111,2.919444444,-9999,2.675,2.663888889,-9999,2.75,2.597222222,1.7
,28.01.2011,3.25,2.744444444,1.27500102,2.133333333,2.530555556,-9999,2.54,2.605555556,-9999
,29.01.2011,3.266666667,2.844444444,-9999,2.233333333,2.488888889,-9999,2.39,2.247222222,2.558333333
,30.01.2011,-9999,2.158333333,-9999,1.708333333,2.102777778,-9999,2,2.369444444,1.772222222
,31.01.2011,-9999,3.961111111,-9999,4.5,3.686111111,-9999,4.51,4.366666667,4.558333333
,01.02.2011,-9999,6.116666667,-9999,6.694444444,5.105555556,-9999,6.78,6.261111111,6.002777778
,02.02.2011,-9999,4.055555556,-9999,3.336111111,3.986111111,-9999,3.71,3.766666667,-9999
,03.02.2011,-9999,2.544444444,-9999,2.452777778,1.972222222,-9999,2.46,2.4,0.963888889
,04.02.2011,-9999,3.011111111,-9999,3.019444444,2.411111111,-9999,3.18,2.65,1.491666667
,05.02.2011,-9999,1.797222222,-9999,1.683333333,1.702777778,-9999,1.61,1.791666667,1.544444444
,06.02.2011,-9999,2.186111111,-9999,1.902777778,1.875,-9999,1.75,1.772222222,1.805555556
,07.02.2011,-9999,2.547222222,-9999,2.125,2.780555556,-9999,2.23,2.988888889,2.447222222
,08.02.2011,4.122222222,2.602777778,2.45555752,2.241666667,2.763888889,2.088888889,2.45,2.708333333,1.952777778
,09.02.2011,4.927777778,3.175,3.11666916,2.966666667,3.502777778,2.338888889,3.23,3.361111111,1.547222222
,10.02.2011,3.938888889,2.258333333,2.0277794,1.922222222,1.677777778,1.938888889,1.98,2.338888889,1.877777778
,11.02.2011,6.413888889,3.736111111,3.70278074,3.852777778,3.052777778,3.591666667,3.64,3.369444444,1.836111111
,12.02.2011,5.938888889,5.030555556,4.44722578,4.408333333,4.833333333,3.847222222,4.83,4.747222222,3.355555556
,13.02.2011,-9999,6.152777778,6.7916721,6.586111111,4.355555556,6.769444444,6.49,5.4,2.913888889
,14.02.2011,-9999,6.030555556,5.8472269,5,5.980555556,4.519444444,5.79,6.183333333,5.075
,15.02.2011,-9999,2.458333333,2.10555724,2.022222222,1.683333333,1.911111111,1.99,1.977777778,2.788888889
,16.02.2011,-9999,1.572222222,1.43889004,1.319444444,1.294444444,1.444444444,1.07,1.819444444,1.747222222
,17.02.2011,-9999,4.113888889,3.66944738,3.636111111,3.45,4.030555556,4.05,4.505555556,4.152777778
,18.02.2011,-9999,6.280555556,5.3055598,4.905555556,6.230555556,4.227777778,6.1,5.791666667,4.494444444
,19.02.2011,-9999,4.186111111,3.35278046,3.061111111,3.613888889,3.316666667,3.26,3.752777778,3.758333333
,20.02.2011,-9999,3.486111111,3.31389154,3.205555556,-9999,3.858333333,3.46,3.044444444,-9999
,21.02.2011,-9999,5.869444444,0.67500054,0.805555556,-9999,6.238888889,1.12,0.827777778,-9999
,22.02.2011,-9999,2.7,0.34166694,0.508333333,-9999,2.988888889,0.73,0.522222222,-9999
,23.02.2011,-9999,2.327777778,0.17777792,0.402777778,-9999,1.872222222,0.82,0.419444444,-9999
,24.02.2011,3.161111111,2.422222222,1.76944586,1.783333333,-9999,2.466666667,2.06,2.155555556,-9999
,25.02.2011,4.402777778,3.452777778,3.94166982,3.372222222,4.311111111,4.041666667,3.75,4.116666667,3.441666667
,26.02.2011,2.294444444,1.936111111,1.93889044,1.575,1.688888889,1.6,1.51,2.055555556,1.925
,27.02.2011,3.144444444,2.463888889,2.43611306,2.086111111,-9999,2.375,1.99,2.311111111,-9999
,28.02.2011,4.65,3.766666667,3.86389198,3.066666667,3.516666667,3.955555556,3.26,4.358333333,3.344444444
,01.03.2011,3.052777778,2.283333333,2.3194463,2.091666667,-9999,2.152777778,1.99,2.594444444,2.222222222
,02.03.2011,3.655555556,3.402777778,3.13333584,2.555555556,-9999,2.861111111,2.76,3.236111111,2.738888889
,03.03.2011,5.744444444,3.727777778,4.7638927,4.333333333,3.005555556,4.419444444,3.88,3.361111111,4.877777778
,04.03.2011,2.919444444,2.213888889,2.23333512,2.002777778,-9999,1.733333333,1.82,2.152777778,2.572222222
,05.03.2011,4.830555556,3.505555556,4.42778132,3.283333333,-9999,5.127777778,3.71,4.527777778,3.477777778
,06.03.2011,3.530555556,2.127777778,2.95278014,2.055555556,-9999,3.219444444,2.6,3.183333333,2.577777778
,07.03.2011,2.766666667,2.15,2.14166838,2.161111111,-9999,1.952777778,1.82,1.783333333,2.411111111
,08.03.2011,4.691666667,3.283333333,4.25278118,3.783333333,-9999,3.841666667,3.6,3.205555556,4.052777778
,09.03.2011,3.788888889,3.055555556,3.25833594,2.975,-9999,2.911111111,3.11,2.494444444,-9999
,10.03.2011,5.902777778,5.094444444,4.68889264,4.3,-9999,4.055555556,4.68,5.427777778,-9999
,11.03.2011,-9999,5.694444444,4.861115,4.394444444,-9999,4.402777778,5.16,5.502777778,5.313888889
,12.03.2011,-9999,5.463888889,4.89722614,4.491666667,-9999,4.044444444,5.81,5.422222222,4.013888889
,13.03.2011,3.666666667,3.825,3.19722478,2.847222222,-9999,2.791666667,3.01,3.486111111,3.577777778
,14.03.2011,3.163888889,2.65,3.27222484,2.786111111,-9999,3.097222222,2.68,2.769444444,3.105555556
,15.03.2011,3.133333333,2.711111111,3.63333624,3.061111111,-9999,3.061111111,2.55,2.683333333,3.058333333
,16.03.2011,4.025,3.133333333,3.06389134,2.477777778,-9999,2.425,2.94,2.997222222,-9999
,17.03.2011,5.544444444,4.861111111,4.75833714,4.316666667,-9999,4.422222222,4,4.588888889,-9999
,18.03.2011,5.080555556,4.463888889,4.11666996,3.458333333,-9999,3.530555556,3.95,4.397222222,-9999
,19.03.2011,1.908333333,1.475,1.80277922,1.305555556,-9999,1.388888889,1.04,1.547222222,1.608333333
,20.03.2011,5.308333333,3.672222222,4.4583369,4.188888889,-9999,4.408333333,4.06,3.330555556,4.55
,21.03.2011,3.636111111,-99204.54406,2.89444676,2.469444444,-9999,2.477777778,2.58,3.169444444,2.702777778
,22.03.2011,5.1,3.772222222,5.42500434,4.297222222,3.308333333,1.85,4.08,4.108333333,4.536111111
,23.03.2011,4.575,4.355555556,5.34444872,4.647222222,3.533333333,4.105555556,4.68,3.916666667,-9999
,24.03.2011,3.502777778,2.891666667,3.42778052,2.486111111,3.338888889,3.147222222,3.13,3.663888889,2.769444444
,25.03.2011,2.441666667,2.044444444,-9999,2.008333333,1.891666667,1.988888889,1.79,2.247222222,2.205555556
,26.03.2011,2.980555556,2.855555556,-9999,3.013888889,2.394444444,3.244444444,3.05,3.094444444,3.102777778
,27.03.2011,2.925,2.608333333,-9999,2.319444444,2.338888889,2.433333333,2.75,2.558333333,2.227777778
,28.03.2011,2.433333333,1.713888889,1.66389022,1.425,1.813888889,1.588888889,1.38,1.925,1.863888889
,29.03.2011,1.813888889,1.425,1.11666756,1.283333333,-9999,1.236111111,0.84,1.319444444,1.586111111
,30.03.2011,2.077777778,2.133333333,2.11666836,2.058333333,1.930555556,2.2,2.1,2.336111111,-9999
,31.03.2011,1.608333333,1.336111111,1.32777884,1.255555556,1.483333333,1.330555556,0.83,1.380555556,0.277777778
,01.04.2011,3.383333333,2.538888889,2.49444644,2.286111111,-9999,1.947222222,2.16,2.755555556,2.286111111
,02.04.2011,4.455555556,4.152777778,3.4305583,3.052777778,3.805555556,2.877777778,3.49,3.686111111,3.85
,03.04.2011,4.416666667,3.111111111,3.40833606,3.277777778,-9999,3.261111111,3.08,2.827777778,3.880555556
,04.04.2011,6.097222222,5.108333333,4.58611478,4.144444444,-9999,4.052777778,4.76,4.85,3.927777778
,05.04.2011,5.086111111,4.733333333,3.9166698,3.480555556,-9999,3.452777778,4.26,4.288888889,4.511111111
,06.04.2011,3.2,2.952777778,2.81666892,2.747222222,-9999,3.027777778,3.16,3.213888889,2.577777778
,07.04.2011,3.238888889,3.002777778,3.58055842,3.333333333,-9999,3.572222222,3.43,3.222222222,3.466666667
,08.04.2011,3.563888889,3.4,5.04444848,4.019444444,-9999,4.447222222,4.27,3.911111111,3.958333333
,09.04.2011,3.05,2.294444444,2.74444664,2.352777778,-9999,2.666666667,2.41,2.166666667,2.855555556
,10.04.2011,5.963888889,5.327777778,4.9861151,4.988888889,-9999,4.805555556,4.48,5.238888889,-9999
,11.04.2011,6.233333333,4.802777778,4.78889272,3.919444444,-9999,4.022222222,4.64,4.875,3.263888889
,12.04.2011,4.061111111,3.4,3.46111388,3.022222222,-9999,3.705555556,3.61,4.013888889,2.925
,13.04.2011,2.455555556,1.872222222,1.70000136,1.816666667,-9999,1.813888889,1.35,2.041666667,2.297222222
,14.04.2011,3.177777778,3.286111111,4.08889216,3.447222222,-9999,3.627777778,3.46,3.561111111,3.483333333
,15.04.2011,5.861111111,5.788888889,8.72778476,6.986111111,5.275,7.291666667,6.96,6.777777778,7.602777778
,16.04.2011,6.925,5.872222222,5.5000044,5.194444444,5.144444444,4.838888889,5.88,5.144444444,4.216666667
,17.04.2011,6.736111111,5.502777778,5.39722654,4.577777778,5.780555556,3.780555556,5.48,5.852777778,3.355555556
,18.04.2011,3.441666667,3.483333333,4.29722566,3.866666667,3.102777778,4.127777778,4.31,3.702777778,3.763888889
,19.04.2011,5.683333333,4.638888889,6.91389442,5.636111111,4.316666667,5.722222222,5.48,5.044444444,5.636111111
,20.04.2011,5.555555556,5.116666667,3.99444764,3.783333333,-9999,3.422222222,5.57,4.786111111,4.627777778
,21.04.2011,3.344444444,2.633333333,2.94166902,2.736111111,2.436111111,2.861111111,2.8,2.619444444,2.8
,22.04.2011,5.583333333,3.877777778,5.74167126,4.794444444,3.347222222,4.908333333,4.61,4.027777778,5.027777778
,23.04.2011,5.497222222,4.291666667,4.57222588,3.891666667,-9999,3.661111111,4.37,4.761111111,2.677777778
,24.04.2011,1.297222222,1.175,1.07777864,0.997222222,-9999,1.191666667,0.75,1.047222222,1.275
,25.04.2011,3.430555556,3.45,4.68889264,3.827777778,3,4.061111111,3.97,3.730555556,3.902777778
,26.04.2011,6.758333333,6.008333333,6.35278286,5.830555556,-9999,5.963888889,5.18,5.761111111,5.588888889
,27.04.2011,3.858333333,3.511111111,3.35000268,2.95,-9999,3.097222222,3.09,2.766666667,2.936111111
,28.04.2011,7.241666667,6.433333333,5.49167106,5.102777778,6.255555556,4.791666667,6.13,6.102777778,3.866666667
,29.04.2011,3.966666667,3.891666667,2.9444468,2.997222222,3.641666667,2.822222222,3.34,3.513888889,3.425
,30.04.2011,4.397222222,4.130555556,3.81111416,3.861111111,-9999,3.713888889,4.03,3.241666667,4.836111111
,01.05.2011,3.644444444,3.522222222,3.15000252,3.086111111,-9999,2.605555556,3.15,3.338888889,2.808333333
,02.05.2011,2.480555556,2.266666667,1.944446,1.744444444,2.188888889,2.097222222,1.91,2.372222222,2.133333333
,03.05.2011,2.858333333,1.858333333,2.28889072,2.116666667,2.638888889,2.497222222,2.07,2.927777778,2.608333333
,04.05.2011,2.777777778,2.675,2.33611298,1.963888889,-9999,2.647222222,2.18,3.055555556,2.580555556
,05.05.2011,2.763888889,2.527777778,2.32222408,2.213888889,-9999,2.163888889,1.78,2.316666667,2.319444444
,06.05.2011,3.627777778,3.236111111,2.93889124,2.833333333,3.094444444,2.613888889,3.05,3.013888889,1.766666667
,07.05.2011,2.166666667,2.005555556,1.73333472,1.686111111,1.725,1.755555556,1.8,1.75,1.4
,08.05.2011,2.627777778,1.869444444,2.62222432,2.241666667,-9999,2.744444444,2.2,1.888888889,2.344444444
,09.05.2011,4.755555556,3.319444444,4.41944798,4.125,-9999,4.327777778,3.95,3.316666667,4.730555556
,10.05.2011,4.286111111,2.966666667,4.33889236,3.877777778,-9999,3.8,3.63,3.111111111,4.302777778
,11.05.2011,3.138888889,2.102777778,3.3888916,3.086111111,-9999,2.705555556,2.69,2.413888889,3.119444444
,12.05.2011,2.552777778,2.269444444,2.12777948,2.283333333,-9999,2.394444444,1.98,2.372222222,2.061111111
,13.05.2011,1.766666667,1.616666667,1.34444552,1.372222222,-9999,1.597222222,1.17,1.725,1.580555556
,14.05.2011,2.458333333,2.041666667,2.0972239,1.875,-9999,2.45,2.23,2.447222222,2.211111111
,15.05.2011,3.463888889,3.366666667,3.0000024,3.1,3.680555556,-9999,4.12,3.613888889,2.619444444
,16.05.2011,3.927777778,2.85,3.39444716,2.919444444,3.980555556,3.994444444,3.73,3.927777778,3.2
,17.05.2011,3.147222222,2.902777778,3.06389134,2.794444444,3.169444444,3.322222222,3.71,3.408333333,2.713888889
,18.05.2011,2.219444444,1.758333333,-9999,2.105555556,-9999,2.302777778,2.44,2.330555556,-9999
,19.05.2011,2.194444444,1.938888889,1.58055682,1.363888889,-9999,1.477777778,1.72,2.011111111,2.1
,20.05.2011,1.669444444,1.508333333,1.26666768,1.277777778,-9999,1.25,0.98,1.219444444,1.602777778
,21.05.2011,2.294444444,1.925,1.8472237,1.997222222,-9999,1.95,1.74,1.480555556,2.325
,22.05.2011,3.038888889,3.277777778,2.57222428,2.777777778,-9999,2.741666667,2.7,3.005555556,2.869444444
,23.05.2011,4.669444444,4.533333333,4.20278114,4.330555556,-9999,4.219444444,3.85,4.466666667,3.2
,24.05.2011,1.522222222,1.438888889,1.44722338,1.4,-9999,1.513888889,1.02,1.325,1.338888889
,25.05.2011,3.861111111,2.666666667,4.00555876,3.297222222,-9999,3.441666667,3.33,2.375,3.738888889
,26.05.2011,3.263888889,2.969444444,2.67777992,2.675,-9999,2.930555556,3.41,3.288888889,2.808333333
,27.05.2011,1.866666667,1.95,1.5972235,1.652777778,-9999,1.883333333,1.83,1.711111111,1.813888889
,28.05.2011,2.411111111,2.461111111,2.2777796,2.222222222,-9999,2.130555556,2.04,2.288888889,2.288888889
,29.05.2011,1.961111111,1.922222222,1.63611242,1.775,-9999,1.627777778,1.64,1.836111111,1.722222222
,30.05.2011,2.719444444,2.469444444,1.97500158,2.2,-9999,2.019444444,1.8,2.35,1.880555556
,31.05.2011,3.455555556,3.261111111,3.09444692,3.072222222,-9999,3.383333333,3,3.255555556,2.036111111
,01.06.2011,4.302777778,-9999,3.34444712,2.633333333,-9999,-9999,4.14,3.883333333,3.511111111
,02.06.2011,1.536111111,1.466666667,1.31388994,1.411111111,-9999,1.45,1.04,1.241666667,1.508333333
,03.06.2011,2.666666667,2.408333333,1.96389046,2.141666667,-9999,2.308333333,2.23,1.830555556,2.972222222
,04.06.2011,3.208333333,3.072222222,2.49444644,2.277777778,-9999,2.386111111,2.87,3.341666667,-9999
,05.06.2011,2.036111111,1.819444444,1.46389006,1.486111111,-9999,1.425,1.65,2.063888889,-9999
,06.06.2011,1.847222222,1.95,1.4305567,1.85,-9999,1.444444444,1.12,1.927777778,2.180555556
,07.06.2011,2.983333333,2.808333333,2.62222432,2.747222222,-9999,2.727777778,2.81,3.283333333,1.863888889
,08.06.2011,3.819444444,3.386111111,3.42500274,3.547222222,-9999,-9999,3.24,3.991666667,-9999
,09.06.2011,3.238888889,2.858333333,2.67222436,2.580555556,-9999,2.783333333,2.9,3.186111111,2.561111111
,10.06.2011,3.422222222,2.933333333,3.5972251,3.258333333,-9999,3.533333333,3.48,2.744444444,4.058333333
,11.06.2011,2.944444444,2.905555556,2.36666856,1.913888889,-9999,2.161111111,2.52,2.891666667,2.888888889
,12.06.2011,3.413888889,2.652777778,2.57222428,2.341666667,-9999,3.008333333,2.81,3.586111111,3.125
,13.06.2011,2.052777778,1.563888889,1.63611242,1.816666667,-9999,1.747222222,1.3,2.283333333,2.083333333
,14.06.2011,2.536111111,2.069444444,2.27222404,2.413888889,-9999,2.405555556,2.16,2.233333333,2.577777778
,15.06.2011,3.211111111,2.844444444,2.45277974,2.466666667,-9999,2.683333333,2.89,2.177777778,4.022222222
,16.06.2011,2.747222222,2.555555556,2.00555716,1.930555556,-9999,1.983333333,2.47,2.561111111,1.844444444
,17.06.2011,1.155555556,1.333333333,0.79444508,1.2,-9999,1.066666667,0.71,1.15,1.261111111
,18.06.2011,2.172222222,1.869444444,1.92222376,1.983333333,-9999,1.955555556,1.61,1.616666667,2.547222222
,19.06.2011,2.258333333,2.122222222,1.82777924,2.05,-9999,1.758333333,1.57,1.722222222,2.402777778
,20.06.2011,2.391666667,2.527777778,2.02500162,2.133333333,-9999,1.677777778,1.39,2.130555556,-9999
,21.06.2011,2.769444444,3.097222222,2.42500194,2.702777778,-9999,2.133333333,2.5,2.888888889,3.283333333
,22.06.2011,3.861111111,4.366666667,3.72778076,3.861111111,-9999,3.575,3.49,4.461111111,3.344444444
,23.06.2011,4.2,3.808333333,3.51666948,3.241666667,-9999,3.725,3.6,4.066666667,1.963888889
,24.06.2011,3.972222222,3.5,2.9722246,1.841666667,-9999,2.538888889,3.76,3.55,-9999
,25.06.2011,2.444444444,2.175,1.9722238,1.577777778,-9999,1.9,2.07,2.5,2.427777778
,26.06.2011,1.219444444,1.402777778,1.31666772,1.377777778,-9999,1.383333333,0.91,1.233333333,1.605555556
,27.06.2011,2.927777778,3.133333333,2.53611314,2.702777778,-9999,2.175,2.51,2.877777778,-9999
,28.06.2011,3.797222222,3.441666667,2.90555788,2.261111111,-9999,2.558333333,3.3,3.441666667,3.569444444
,29.06.2011,1.875,-9999,1.45000116,1.233333333,-9999,1.530555556,1.43,1.794444444,1.980555556
,30.06.2011,1.438888889,1.308333333,1.11388978,0.952777778,-9999,1.177777778,0.89,1.283333333,1.286111111
,01.07.2011,1.525,1.258333333,1.26111212,0.961111111,-9999,1.072222222,0.73,1.272222222,1.388888889
